event,league_season_id,location,event_id,cup_name,cup_id,custom_cup_ids,url,registration_url,infosheet_url,additional_info_url,starts_at,ends_at,local_start_date,local_end_date,timezone,disciplines
Promotional Event Just Climb Cup (B) - Hong Kong (HKG) 2016,351,HKG 2016,974,,,[],/api/v1/events/974,/api/v1/events/974/registrations,,,2016-01-09 00:00:00 UTC,2016-01-10 00:00:00 UTC,2016-01-09,2016-01-10,,[]
Promotional Event Gravical (B) - Singapore (SIN) 2016,351,Gravical2016,975,,,[],/api/v1/events/975,/api/v1/events/975/registrations,,,2016-01-21 00:00:00 UTC,2016-01-24 00:00:00 UTC,2016-01-21,2016-01-24,,[]
Promo Event - The Climbing Works International Festival (B) - Sheffield (GBR) 2016,351,Promo Sheffield,976,,,[],/api/v1/events/976,/api/v1/events/976/registrations,,,2016-03-12 00:00:00 UTC,2016-03-13 00:00:00 UTC,2016-03-12,2016-03-13,,"[{'id': 1111, 'kind': 'boulder', 'event_id': 976, 'created_at': '2020-01-31T10:36:21.000Z', 'updated_at': '2020-01-31T10:36:21.000Z', 'settings': None}]"
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2016,340,MeiringenWC,937,IFSC Climbing Worldcup 2016,57.0,[],/api/v1/events/937,/api/v1/events/937/registrations,,,2016-04-15 00:00:00 UTC,2016-04-16 00:00:00 UTC,2016-04-15,2016-04-16,,"[{'id': 1061, 'kind': 'boulder', 'event_id': 937, 'created_at': '2020-01-31T10:27:30.000Z', 'updated_at': '2020-02-14T16:09:34.000Z', 'settings': None}]"
European Youth Cup (S) - Tarnow (POL) 2016 ,346,EYC_POL_16,960,European Youth Cup 2016,58.0,[],/api/v1/events/960,/api/v1/events/960/registrations,,,2016-04-16 00:00:00 UTC,2016-04-18 00:00:00 UTC,2016-04-16,2016-04-18,,"[{'id': 1096, 'kind': 'speed', 'event_id': 960, 'created_at': '2020-01-31T10:33:35.000Z', 'updated_at': '2020-01-31T10:33:35.000Z', 'settings': None}]"
IFSC Climbing Worldcup (B) - Kazo (JPN) 2016,340,KazoWC,938,IFSC Climbing Worldcup 2016,57.0,[],/api/v1/events/938,/api/v1/events/938/registrations,,,2016-04-23 00:00:00 UTC,2016-04-24 00:00:00 UTC,2016-04-23,2016-04-24,,"[{'id': 1062, 'kind': 'boulder', 'event_id': 938, 'created_at': '2020-01-31T10:27:39.000Z', 'updated_at': '2020-02-14T16:09:36.000Z', 'settings': None}]"
"IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016",340,ChongqingWC,939,IFSC Climbing Worldcup 2016,57.0,[],/api/v1/events/939,/api/v1/events/939/registrations,,,2016-04-30 00:00:00 UTC,2016-05-01 00:00:00 UTC,2016-04-30,2016-05-01,,"[{'id': 1063, 'kind': 'boulder', 'event_id': 939, 'created_at': '2020-01-31T10:27:49.000Z', 'updated_at': '2020-02-14T16:09:39.000Z', 'settings': None}, {'id': 1064, 'kind': 'speed', 'event_id': 939, 'created_at': '2020-01-31T10:27:52.000Z', 'updated_at': '2020-02-14T16:05:32.000Z', 'settings': None}]"
"Promotional Event in memory of Pavel Samoilin (L, S) - Crimea 2016",351,Crimea 2016,977,,,[],/api/v1/events/977,/api/v1/events/977/registrations,,,2016-04-30 00:00:00 UTC,2016-05-05 00:00:00 UTC,2016-04-30,2016-05-05,,[]
IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016,340,NanjingWC,940,IFSC Climbing Worldcup 2016,57.0,[],/api/v1/events/940,/api/v1/events/940/registrations,,,2016-05-07 00:00:00 UTC,2016-05-08 00:00:00 UTC,2016-05-07,2016-05-08,,"[{'id': 1065, 'kind': 'speed', 'event_id': 940, 'created_at': '2020-01-31T10:28:02.000Z', 'updated_at': '2020-02-14T16:05:34.000Z', 'settings': None}]"
European Youth Cup (B) - Soure (POR) 2016,346,EYC_POR_16,961,European Youth Cup 2016,58.0,[],/api/v1/events/961,/api/v1/events/961/registrations,,,2016-05-07 00:00:00 UTC,2016-05-08 00:00:00 UTC,2016-05-07,2016-05-08,,"[{'id': 1097, 'kind': 'boulder', 'event_id': 961, 'created_at': '2020-01-31T10:33:41.000Z', 'updated_at': '2020-01-31T10:33:41.000Z', 'settings': None}]"
Master Event  (B) - Nanjing (CHN) 2016,351,Master_Nanjing,978,,,[],/api/v1/events/978,/api/v1/events/978/registrations,,,2016-05-07 00:00:00 UTC,2016-05-08 00:00:00 UTC,2016-05-07,2016-05-08,,[]
IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2016,340,NaviMumbaiWC,941,IFSC Climbing Worldcup 2016,57.0,[],/api/v1/events/941,/api/v1/events/941/registrations,,,2016-05-14 00:00:00 UTC,2016-05-15 00:00:00 UTC,2016-05-14,2016-05-15,,"[{'id': 1066, 'kind': 'boulder', 'event_id': 941, 'created_at': '2020-01-31T10:28:07.000Z', 'updated_at': '2020-02-14T16:09:41.000Z', 'settings': None}]"
Promotional Event (B) IMF GIRIVIHAR - Navi Mumbai (IND) 2016,351,NaviMumbaiPromo ,979,,,[],/api/v1/events/979,/api/v1/events/979/registrations,,,2016-05-16 00:00:00 UTC,2016-05-16 00:00:00 UTC,2016-05-16,2016-05-16,,"[{'id': 1112, 'kind': 'boulder', 'event_id': 979, 'created_at': '2020-01-31T10:36:22.000Z', 'updated_at': '2020-01-31T10:36:22.000Z', 'settings': None}]"
IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2016,340,TyrolWC,942,IFSC Climbing Worldcup 2016,57.0,[],/api/v1/events/942,/api/v1/events/942/registrations,,,2016-05-20 00:00:00 UTC,2016-05-21 00:00:00 UTC,2016-05-20,2016-05-21,,"[{'id': 1067, 'kind': 'boulder', 'event_id': 942, 'created_at': '2020-01-31T10:28:14.000Z', 'updated_at': '2020-02-14T16:09:44.000Z', 'settings': None}]"
European Youth Cup (L) - Imst (AUT) 2016 ,346,EYC_AUT_L_16,962,European Youth Cup 2016,58.0,[],/api/v1/events/962,/api/v1/events/962/registrations,,,2016-05-28 00:00:00 UTC,2016-05-29 00:00:00 UTC,2016-05-28,2016-05-29,,"[{'id': 1098, 'kind': 'lead', 'event_id': 962, 'created_at': '2020-01-31T10:33:50.000Z', 'updated_at': '2020-01-31T10:33:50.000Z', 'settings': None}]"
Intl. Event - Youth Color Climbing Festival (under 14) - Imst (AUT) 2016,351,YCCF_16,980,,,[],/api/v1/events/980,/api/v1/events/980/registrations,,,2016-06-04 00:00:00 UTC,2016-06-05 00:00:00 UTC,2016-06-04,2016-06-05,,[]
IFSC Climbing Worldcup (B) - Vail (USA) 2016,340,VailWC,943,IFSC Climbing Worldcup 2016,57.0,[],/api/v1/events/943,/api/v1/events/943/registrations,,,2016-06-10 00:00:00 UTC,2016-06-11 00:00:00 UTC,2016-06-10,2016-06-11,,"[{'id': 1068, 'kind': 'boulder', 'event_id': 943, 'created_at': '2020-01-31T10:28:27.000Z', 'updated_at': '2020-02-14T16:09:47.000Z', 'settings': None}]"
Oceania Continental Championship - Sidney (AUS) 2016,348,Oceania Championship,969,,,[],/api/v1/events/969,/api/v1/events/969/registrations,,,2016-06-17 00:00:00 UTC,2016-06-19 00:00:00 UTC,2016-06-17,2016-06-19,,"[{'id': 1106, 'kind': 'lead', 'event_id': 969, 'created_at': '2020-01-31T10:35:46.000Z', 'updated_at': '2020-01-31T10:35:46.000Z', 'settings': None}, {'id': 1107, 'kind': 'speed', 'event_id': 969, 'created_at': '2020-01-31T10:35:47.000Z', 'updated_at': '2020-01-31T10:35:47.000Z', 'settings': None}]"
European Youth Cup (B) - Graz (AUT) 2016 ,346,EYC_Graz_16,963,European Youth Cup 2016,58.0,[],/api/v1/events/963,/api/v1/events/963/registrations,,,2016-06-18 00:00:00 UTC,2016-06-19 00:00:00 UTC,2016-06-18,2016-06-19,,"[{'id': 1099, 'kind': 'boulder', 'event_id': 963, 'created_at': '2020-01-31T10:34:07.000Z', 'updated_at': '2020-01-31T10:34:07.000Z', 'settings': None}]"
Paraclimbing Cup (L) - Campitello di Fassa (ITA) 2016,342,Camp_Paraclimbing_16,954,,,[],/api/v1/events/954,/api/v1/events/954/registrations,,,2016-06-25 00:00:00 UTC,2016-06-25 00:00:00 UTC,2016-06-25,2016-06-25,,"[{'id': 1086, 'kind': 'lead', 'event_id': 954, 'created_at': '2020-01-31T10:32:00.000Z', 'updated_at': '2020-01-31T10:32:00.000Z', 'settings': None}]"
European Youth Cup (B) - Warsaw (POL) 2016 ,346,EYC_Warsaw_16,964,European Youth Cup 2016,58.0,[],/api/v1/events/964,/api/v1/events/964/registrations,,,2016-07-02 00:00:00 UTC,2016-07-03 00:00:00 UTC,2016-07-02,2016-07-03,,"[{'id': 1100, 'kind': 'boulder', 'event_id': 964, 'created_at': '2020-01-31T10:34:21.000Z', 'updated_at': '2020-01-31T10:34:21.000Z', 'settings': None}]"
"Intl. Youth Event - Petzen Climbing Trophy (L, S, B) - Petzen (AUT) 2016",348,Petzen,970,,,[],/api/v1/events/970,/api/v1/events/970/registrations,,,2016-07-08 00:00:00 UTC,2016-07-10 00:00:00 UTC,2016-07-08,2016-07-10,,[]
"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",340,ChamonixWC,944,IFSC Climbing Worldcup 2016,57.0,[],/api/v1/events/944,/api/v1/events/944/registrations,,,2016-07-11 00:00:00 UTC,2016-07-12 00:00:00 UTC,2016-07-11,2016-07-12,,"[{'id': 1069, 'kind': 'lead', 'event_id': 944, 'created_at': '2020-01-31T10:28:35.000Z', 'updated_at': '2020-02-14T16:02:11.000Z', 'settings': None}, {'id': 1070, 'kind': 'speed', 'event_id': 944, 'created_at': '2020-01-31T10:28:39.000Z', 'updated_at': '2020-02-14T16:05:35.000Z', 'settings': None}]"
"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016",340,VillarsWC,945,IFSC Climbing Worldcup 2016,57.0,[],/api/v1/events/945,/api/v1/events/945/registrations,,,2016-07-15 00:00:00 UTC,2016-07-16 00:00:00 UTC,2016-07-15,2016-07-16,,"[{'id': 1071, 'kind': 'lead', 'event_id': 945, 'created_at': '2020-01-31T10:28:50.000Z', 'updated_at': '2020-02-14T16:02:12.000Z', 'settings': None}, {'id': 1072, 'kind': 'speed', 'event_id': 945, 'created_at': '2020-01-31T10:28:55.000Z', 'updated_at': '2020-02-14T16:05:36.000Z', 'settings': None}]"
Paraclimbing Master (L) - Imst (AUT) 2016,342,Imst_Paraclimbing_16,955,,,[],/api/v1/events/955,/api/v1/events/955/registrations,,,2016-07-16 00:00:00 UTC,2016-07-17 00:00:00 UTC,2016-07-16,2016-07-17,,"[{'id': 1087, 'kind': 'lead', 'event_id': 955, 'created_at': '2020-01-31T10:32:09.000Z', 'updated_at': '2020-01-31T10:32:09.000Z', 'settings': None}]"
"European Universities Games (L, S, B) - Zagreb (CRO) 2016",349,UCH16,972,,,[],/api/v1/events/972,/api/v1/events/972/registrations,,,2016-07-21 00:00:00 UTC,2016-07-24 00:00:00 UTC,2016-07-21,2016-07-24,,[]
IFSC Climbing Worldcup (L) - Briançon (FRA) 2016,340,BriançonWC,946,IFSC Climbing Worldcup 2016,57.0,[],/api/v1/events/946,/api/v1/events/946/registrations,,,2016-07-22 00:00:00 UTC,2016-07-23 00:00:00 UTC,2016-07-22,2016-07-23,,"[{'id': 1073, 'kind': 'lead', 'event_id': 946, 'created_at': '2020-01-31T10:29:05.000Z', 'updated_at': '2020-02-14T16:02:14.000Z', 'settings': None}]"
European Youth Cup (B) - L'Argentière (FRA) 2016 ,346,EYC_Argentiere_16,965,European Youth Cup 2016,58.0,[],/api/v1/events/965,/api/v1/events/965/registrations,,,2016-07-26 00:00:00 UTC,2016-07-27 00:00:00 UTC,2016-07-26,2016-07-27,,"[{'id': 1101, 'kind': 'boulder', 'event_id': 965, 'created_at': '2020-01-31T10:34:34.000Z', 'updated_at': '2020-01-31T10:34:34.000Z', 'settings': None}]"
Master Event - Tout à Bloc (B) - L'Argentière la Bessée (FRA) 2016,351,TAB 2016,981,,,[],/api/v1/events/981,/api/v1/events/981/registrations,,,2016-07-28 00:00:00 UTC,2016-07-30 00:00:00 UTC,2016-07-28,2016-07-30,,"[{'id': 1113, 'kind': 'boulder', 'event_id': 981, 'created_at': '2020-01-31T10:36:23.000Z', 'updated_at': '2020-01-31T10:36:23.000Z', 'settings': None}]"
Asian Continental Championship - Duyun (CHN) 2016,343,ACH Duyun,958,,,[],/api/v1/events/958,/api/v1/events/958/registrations,,,2016-08-03 00:00:00 UTC,2016-08-06 00:00:00 UTC,2016-08-03,2016-08-06,,"[{'id': 1090, 'kind': 'lead', 'event_id': 958, 'created_at': '2020-01-31T10:32:47.000Z', 'updated_at': '2020-01-31T10:32:47.000Z', 'settings': None}, {'id': 1091, 'kind': 'boulder', 'event_id': 958, 'created_at': '2020-01-31T10:32:51.000Z', 'updated_at': '2020-01-31T10:32:51.000Z', 'settings': None}, {'id': 1092, 'kind': 'speed', 'event_id': 958, 'created_at': '2020-01-31T10:32:53.000Z', 'updated_at': '2020-01-31T10:32:53.000Z', 'settings': None}]"
European Youth Championships (B) - Langenfeld (AUT) 2016 ,346,EYCH_Langenfeld_16,966,European Youth Cup 2016,58.0,[],/api/v1/events/966,/api/v1/events/966/registrations,,,2016-08-04 00:00:00 UTC,2016-08-06 00:00:00 UTC,2016-08-04,2016-08-06,,"[{'id': 1102, 'kind': 'boulder', 'event_id': 966, 'created_at': '2020-01-31T10:34:47.000Z', 'updated_at': '2020-01-31T10:34:47.000Z', 'settings': None}]"
IFSC Climbing Worldcup (B) - Munich (GER) 2016,340,MunichWC,947,IFSC Climbing Worldcup 2016,57.0,[],/api/v1/events/947,/api/v1/events/947/registrations,,,2016-08-12 00:00:00 UTC,2016-08-13 00:00:00 UTC,2016-08-12,2016-08-13,,"[{'id': 1074, 'kind': 'boulder', 'event_id': 947, 'created_at': '2020-01-31T10:29:18.000Z', 'updated_at': '2020-02-14T16:09:50.000Z', 'settings': None}]"
IFSC Climbing Worldcup (L) - Imst (AUT) 2016 ,340,ImstWC,948,IFSC Climbing Worldcup 2016,57.0,[],/api/v1/events/948,/api/v1/events/948/registrations,,,2016-08-19 00:00:00 UTC,2016-08-20 00:00:00 UTC,2016-08-19,2016-08-20,,"[{'id': 1075, 'kind': 'lead', 'event_id': 948, 'created_at': '2020-01-31T10:29:32.000Z', 'updated_at': '2020-02-14T16:02:15.000Z', 'settings': None}]"
"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",340,ArcoWC,949,IFSC Climbing Worldcup 2016,57.0,[],/api/v1/events/949,/api/v1/events/949/registrations,,,2016-08-26 00:00:00 UTC,2016-08-27 00:00:00 UTC,2016-08-26,2016-08-27,,"[{'id': 1076, 'kind': 'lead', 'event_id': 949, 'created_at': '2020-01-31T10:29:43.000Z', 'updated_at': '2020-02-14T16:02:16.000Z', 'settings': None}, {'id': 1077, 'kind': 'speed', 'event_id': 949, 'created_at': '2020-01-31T10:29:47.000Z', 'updated_at': '2020-02-14T16:05:37.000Z', 'settings': None}]"
"Intl. Event (L, B) - ROCKMASTER - Arco (ITA) 2016",351,Arco Rockmaster,982,,,[],/api/v1/events/982,/api/v1/events/982/registrations,,,2016-08-28 00:00:00 UTC,2016-08-28 00:00:00 UTC,2016-08-28,2016-08-28,,[]
"European Youth Championships (L,S) - Mitterdorf (AUT) 2016 ",346,EYCH_Mitterdorf_16,967,European Youth Cup 2016,58.0,[],/api/v1/events/967,/api/v1/events/967/registrations,,,2016-09-02 00:00:00 UTC,2016-09-04 00:00:00 UTC,2016-09-02,2016-09-04,,"[{'id': 1103, 'kind': 'speed', 'event_id': 967, 'created_at': '2020-01-31T10:35:02.000Z', 'updated_at': '2020-01-31T10:35:02.000Z', 'settings': None}, {'id': 1104, 'kind': 'lead', 'event_id': 967, 'created_at': '2020-01-31T10:35:08.000Z', 'updated_at': '2020-01-31T10:35:08.000Z', 'settings': None}]"
Intl. Event - Rock Junior - Arco (ITA) 2016,351,Arco_RJ_2016,983,,,[],/api/v1/events/983,/api/v1/events/983/registrations,,,2016-09-02 00:00:00 UTC,2016-09-04 00:00:00 UTC,2016-09-02,2016-09-04,,[]
European Youth Cup (S) - Imst (AUT) 2016 ,346,EYC_AUT_S_16,968,European Youth Cup 2016,58.0,[],/api/v1/events/968,/api/v1/events/968/registrations,,,2016-09-10 00:00:00 UTC,2016-09-10 00:00:00 UTC,2016-09-10,2016-09-10,,"[{'id': 1105, 'kind': 'speed', 'event_id': 968, 'created_at': '2020-01-31T10:35:39.000Z', 'updated_at': '2020-01-31T10:35:39.000Z', 'settings': None}]"
IFSC Climbing World Championships - Paris (FRA) 2016,340,WCH Paris,950,,,[],/api/v1/events/950,/api/v1/events/950/registrations,,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdVFLIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--221c786b4b69c11531fa1e88f521a2e86984d92c/Overall.pdf,2016-09-13 22:00:00 UTC,2016-09-18 21:59:00 UTC,2016-09-14,2016-09-18,{'value': 'Europe/Paris'},"[{'id': 1078, 'kind': 'lead', 'event_id': 950, 'created_at': '2020-01-31T10:29:58.000Z', 'updated_at': '2020-02-14T16:02:18.000Z', 'settings': None}, {'id': 1079, 'kind': 'boulder', 'event_id': 950, 'created_at': '2020-01-31T10:30:05.000Z', 'updated_at': '2020-02-14T16:09:53.000Z', 'settings': None}, {'id': 1080, 'kind': 'speed', 'event_id': 950, 'created_at': '2020-01-31T10:30:11.000Z', 'updated_at': '2020-02-14T16:05:39.000Z', 'settings': None}]"
IFSC Paraclimbing World Championships - Paris (FRA) 2016,342,Paraclimbing_WCH_16,956,,,[],/api/v1/events/956,/api/v1/events/956/registrations,,,2016-09-14 00:00:00 UTC,2016-09-18 00:00:00 UTC,2016-09-14,2016-09-18,,"[{'id': 1088, 'kind': 'lead', 'event_id': 956, 'created_at': '2020-01-31T10:32:24.000Z', 'updated_at': '2020-01-31T10:32:24.000Z', 'settings': None}]"
Master Event - Adidas Rockstars (B) - Stuttgart (GER) 2016,351,Adidas Rockstars 16,984,,,[],/api/v1/events/984,/api/v1/events/984/registrations,,,2016-09-23 00:00:00 UTC,2016-09-24 00:00:00 UTC,2016-09-23,2016-09-24,,[]
Paraclimbing Cup (L) - Sheffield (GBR) 2016,342,She_Paraclimbing_16,957,,,[],/api/v1/events/957,/api/v1/events/957/registrations,,,2016-09-24 00:00:00 UTC,2016-09-25 00:00:00 UTC,2016-09-24,2016-09-25,,"[{'id': 1089, 'kind': 'lead', 'event_id': 957, 'created_at': '2020-01-31T10:32:36.000Z', 'updated_at': '2020-01-31T10:32:36.000Z', 'settings': None}]"
Asian Youth Championship - Tehran (IRI) 2016,344,Asian_Youth_Chp_16,959,,,[],/api/v1/events/959,/api/v1/events/959/registrations,,,2016-09-26 00:00:00 UTC,2016-09-30 00:00:00 UTC,2016-09-26,2016-09-30,,"[{'id': 1093, 'kind': 'boulder', 'event_id': 959, 'created_at': '2020-01-31T10:33:04.000Z', 'updated_at': '2020-01-31T10:33:04.000Z', 'settings': None}, {'id': 1094, 'kind': 'speed', 'event_id': 959, 'created_at': '2020-01-31T10:33:08.000Z', 'updated_at': '2020-01-31T10:33:08.000Z', 'settings': None}, {'id': 1095, 'kind': 'lead', 'event_id': 959, 'created_at': '2020-01-31T10:33:11.000Z', 'updated_at': '2020-01-31T10:33:11.000Z', 'settings': None}]"
Promotional Event - 24 heures du mur (L) - Oloron Sainte Marie (FRA) 2016,348,Oloron 2016,971,,,[],/api/v1/events/971,/api/v1/events/971/registrations,,,2016-10-01 00:00:00 UTC,2016-10-02 00:00:00 UTC,2016-10-01,2016-10-02,,[]
World University Championships - Shanghai (CHN) 2016,350,UCH16,973,,,[],/api/v1/events/973,/api/v1/events/973/registrations,,,2016-10-12 00:00:00 UTC,2016-10-16 00:00:00 UTC,2016-10-12,2016-10-16,,"[{'id': 1108, 'kind': 'lead', 'event_id': 973, 'created_at': '2020-01-31T10:36:00.000Z', 'updated_at': '2020-01-31T10:36:00.000Z', 'settings': None}, {'id': 1109, 'kind': 'boulder', 'event_id': 973, 'created_at': '2020-01-31T10:36:06.000Z', 'updated_at': '2020-01-31T10:36:06.000Z', 'settings': None}, {'id': 1110, 'kind': 'speed', 'event_id': 973, 'created_at': '2020-01-31T10:36:08.000Z', 'updated_at': '2020-01-31T10:36:08.000Z', 'settings': None}]"
IFSC Climbing Worldcup (S) -  Wujiang (CHN) 2016,340,Wujiang,951,IFSC Climbing Worldcup 2016,57.0,[],/api/v1/events/951,/api/v1/events/951/registrations,,,2016-10-18 00:00:00 UTC,2016-10-19 00:00:00 UTC,2016-10-18,2016-10-19,,"[{'id': 1081, 'kind': 'speed', 'event_id': 951, 'created_at': '2020-01-31T10:30:35.000Z', 'updated_at': '2020-02-14T16:05:40.000Z', 'settings': None}]"
"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",340,XiamenWC,1163,IFSC Climbing Worldcup 2016,57.0,[],/api/v1/events/1163,/api/v1/events/1163/registrations,,,2016-10-22 00:00:00 UTC,2016-10-23 00:00:00 UTC,2016-10-22,2016-10-23,,"[{'id': 1344, 'kind': 'lead', 'event_id': 1163, 'created_at': '2020-01-31T13:48:12.000Z', 'updated_at': '2020-02-14T16:02:20.000Z', 'settings': None}, {'id': 1345, 'kind': 'speed', 'event_id': 1163, 'created_at': '2020-01-31T13:48:14.000Z', 'updated_at': '2020-02-14T16:05:42.000Z', 'settings': None}]"
IFSC World Youth Championships - Guangzhou (CHN) - 2016,341,WYCH Guangzhou,953,,,[],/api/v1/events/953,/api/v1/events/953/registrations,,,2016-11-07 00:00:00 UTC,2016-11-13 00:00:00 UTC,2016-11-07,2016-11-13,,"[{'id': 1083, 'kind': 'boulder', 'event_id': 953, 'created_at': '2020-01-31T10:30:49.000Z', 'updated_at': '2020-01-31T10:30:49.000Z', 'settings': None}, {'id': 1084, 'kind': 'speed', 'event_id': 953, 'created_at': '2020-01-31T10:31:00.000Z', 'updated_at': '2020-01-31T10:31:00.000Z', 'settings': None}, {'id': 1085, 'kind': 'lead', 'event_id': 953, 'created_at': '2020-01-31T10:31:08.000Z', 'updated_at': '2020-01-31T10:31:08.000Z', 'settings': None}]"
IFSC Climbing Worldcup (L) - Kranj (SLO) 2016,340,KranjWC,952,IFSC Climbing Worldcup 2016,57.0,[],/api/v1/events/952,/api/v1/events/952/registrations,,,2016-11-26 00:00:00 UTC,2016-11-27 00:00:00 UTC,2016-11-26,2016-11-27,,"[{'id': 1082, 'kind': 'lead', 'event_id': 952, 'created_at': '2020-01-31T10:30:40.000Z', 'updated_at': '2020-02-14T16:02:21.000Z', 'settings': None}]"
UIAA Worldcup - Wien 1991,40,W-Wi,100,UIAA Climbing-Worldcup 1991,9.0,[],/api/v1/events/100,/api/v1/events/100/registrations,,,1991-04-25 00:00:00 UTC,1991-04-26 00:00:00 UTC,1991-04-25,1991-04-26,,"[{'id': 129, 'kind': 'lead', 'event_id': 100, 'created_at': '2020-01-31T08:56:33.000Z', 'updated_at': '2020-01-31T08:56:33.000Z', 'settings': None}]"
"Weltcup Open, Wien 1991",50,O-Wi,108,,,[],/api/v1/events/108,/api/v1/events/108/registrations,,,1991-04-25 00:00:00 UTC,1991-04-26 00:00:00 UTC,1991-04-25,1991-04-26,,[]
"Weltcup Open, Clusone 1991",50,O-Cl,112,,,[],/api/v1/events/112,/api/v1/events/112/registrations,,,1991-08-19 00:00:00 UTC,1991-08-20 00:00:00 UTC,1991-08-19,1991-08-20,,[]
UIAA Worldcup - Clusone 1991,40,W-Cl,101,UIAA Climbing-Worldcup 1991,9.0,[],/api/v1/events/101,/api/v1/events/101/registrations,,,1991-08-29 00:00:00 UTC,1991-08-30 00:00:00 UTC,1991-08-29,1991-08-30,,"[{'id': 130, 'kind': 'lead', 'event_id': 101, 'created_at': '2020-01-31T08:56:35.000Z', 'updated_at': '2020-01-31T08:56:35.000Z', 'settings': None}]"
UIAA Worldcup - Innsbruck 1991,40,W-In,102,UIAA Climbing-Worldcup 1991,9.0,[],/api/v1/events/102,/api/v1/events/102/registrations,,,1991-09-19 00:00:00 UTC,1991-09-20 00:00:00 UTC,1991-09-19,1991-09-20,,"[{'id': 131, 'kind': 'lead', 'event_id': 102, 'created_at': '2020-01-31T08:56:38.000Z', 'updated_at': '2020-01-31T08:56:38.000Z', 'settings': None}]"
"Weltcup Open, Innsbruck 1991",50,O-In,107,,,[],/api/v1/events/107,/api/v1/events/107/registrations,,,1991-09-19 00:00:00 UTC,1991-09-20 00:00:00 UTC,1991-09-19,1991-09-20,,[]
UIAA World Championship - Frankfurt 1991,40,WM-F,103,,,[],/api/v1/events/103,/api/v1/events/103/registrations,,,1991-10-01 00:00:00 UTC,1991-10-02 00:00:00 UTC,1991-10-01,1991-10-02,,"[{'id': 132, 'kind': 'lead', 'event_id': 103, 'created_at': '2020-01-31T08:56:41.000Z', 'updated_at': '2020-01-31T08:56:41.000Z', 'settings': None}, {'id': 133, 'kind': 'speed', 'event_id': 103, 'created_at': '2020-01-31T08:56:44.000Z', 'updated_at': '2020-01-31T08:56:44.000Z', 'settings': None}]"
UIAA Worldcup - Tokio 1991,40,W-To,104,UIAA Climbing-Worldcup 1991,9.0,[],/api/v1/events/104,/api/v1/events/104/registrations,,,1991-10-15 00:00:00 UTC,1991-10-16 00:00:00 UTC,1991-10-15,1991-10-16,,"[{'id': 134, 'kind': 'lead', 'event_id': 104, 'created_at': '2020-01-31T08:56:45.000Z', 'updated_at': '2020-01-31T08:56:45.000Z', 'settings': None}]"
