,firstname,lastname,current,sigma,mu
6517,Jean Paul,FINNE,"N(mu=1.640, sigma=0.232)",0.232271227691044,1.6398678150918884
463,Thomas,JOANNES,"N(mu=1.633, sigma=0.191)",0.19130841272264335,1.6332744862652728
6484,Txema,GOMEZ,"N(mu=1.632, sigma=0.280)",0.2795220207956237,1.6317091305136489
4600,Iouri,DOULOUB,"N(mu=1.622, sigma=0.232)",0.23218752364631734,1.6220960237212099
448,Thomas,BALLET,"N(mu=1.622, sigma=0.192)",0.19224086140722005,1.6215099305750564
4705,Pablo,BARBERO ALFONSO,"N(mu=1.615, sigma=0.246)",0.24595271072850639,1.6151902946660242
4583,Peter,BOSMA,"N(mu=1.602, sigma=0.210)",0.2100987935574665,1.6016218286137809
3125,Sebastian,HALENKE,"N(mu=1.600, sigma=0.180)",0.1799573287399114,1.5998807863747468
4577,Simon,FASNACHT WANDELER,"N(mu=1.594, sigma=0.199)",0.19921705108152854,1.5942949582697847
6882,Fabrice,FARA,"N(mu=1.584, sigma=0.715)",0.7150687750653585,1.583887888257452
5047,Mauro,CALIBANI,"N(mu=1.583, sigma=0.312)",0.3120762339879233,1.5830943348544206
5256,Eduard,MARIN GARCIA,"N(mu=1.581, sigma=0.187)",0.1872398125235915,1.5807997562384963
14606,Neo,SUZUKI,"N(mu=1.566, sigma=0.459)",0.4588739994951606,1.565769308633554
6482,Thomas,FICKERT,"N(mu=1.551, sigma=0.457)",0.4571518835631646,1.5510178294045007
6996,Massimo,BRUSEGHINI,"N(mu=1.550, sigma=0.456)",0.45584060508714486,1.5498424860205677
12879,Zento,MURASHITA,"N(mu=1.541, sigma=0.723)",0.7226227612524613,1.5412381837967664
6674,Pete,OXLEY,"N(mu=1.538, sigma=1.005)",1.0050274995088608,1.5377043124904746
4704,Julien,LOSTE,"N(mu=1.531, sigma=0.586)",0.5862184195343972,1.5307006349716383
864,Francesco,VETTORATA,"N(mu=1.529, sigma=0.182)",0.1821528125373158,1.5291452171453617
2307,Meichi,NARASAKI,"N(mu=1.528, sigma=0.272)",0.2724765427138696,1.5280411498590343
532,Sam,AVEZOU,"N(mu=1.513, sigma=0.265)",0.26526830222326353,1.51270070295196
6477,Piotr,KORCZAK,"N(mu=1.513, sigma=0.588)",0.5876854054776199,1.5126583047514883
1115,Jurij,GOLOB,"N(mu=1.510, sigma=0.245)",0.24538097944899065,1.510274681250334
2332,Kai,HARADA,"N(mu=1.498, sigma=0.266)",0.2656638559237276,1.49818683841009
6767,Baptiste,BRIAND,"N(mu=1.488, sigma=0.456)",0.45605288291032886,1.487995350529696
4587,Vadim,VINOKUR,"N(mu=1.485, sigma=0.192)",0.19177440167349177,1.4846859144126654
402,Daniel,DU LAC,"N(mu=1.479, sigma=0.289)",0.2892560057778045,1.478772472175992
3131,Yannick,FLOHÉ,"N(mu=1.479, sigma=0.208)",0.20834312584460435,1.478535686115038
6624,Kusano,TOSIMICHI,"N(mu=1.469, sigma=1.015)",1.0154800372471984,1.4686844640743446
6561,Stéphane,BRETTE,"N(mu=1.460, sigma=1.005)",1.004961895953074,1.4595138637193683
2368,Hidemasa,NISHIDA,"N(mu=1.448, sigma=0.295)",0.2950803404966716,1.4480533453078965
7084,Julien,BARBIER,"N(mu=1.442, sigma=1.004)",1.004110826392263,1.4421033852386917
4777,Markus,HOPPE,"N(mu=1.437, sigma=0.229)",0.2290261969943774,1.4372941407407946
6594,Kairat,RAKHMETOV,"N(mu=1.432, sigma=0.231)",0.23071843643658307,1.4323093272518448
6480,Hannes,RIESER,"N(mu=1.431, sigma=0.386)",0.386363581048651,1.4311720649284367
5516,Olivier,FAVRESSE,"N(mu=1.431, sigma=1.013)",1.0126051199822106,1.4306729819033057
547,Paul,JENFT,"N(mu=1.429, sigma=0.281)",0.2808181190641653,1.428713421296041
5465,Fabrizio,DROETTO,"N(mu=1.419, sigma=0.265)",0.2651901330208949,1.4193466785436453
1361,Martin,STRANIK,"N(mu=1.405, sigma=0.202)",0.20236249533505243,1.4048115003347827
6766,David,VILLIEN,"N(mu=1.395, sigma=0.227)",0.22717288188144036,1.3948231706904286
6490,Serge,BLEIN,"N(mu=1.393, sigma=0.328)",0.3276636144240922,1.3931035960142082
6478,Klaus,BÜCHELE,"N(mu=1.391, sigma=0.236)",0.23585537627758862,1.3906013059447182
4628,Alexandre,KOVALEVSKJ,"N(mu=1.389, sigma=0.514)",0.5144915683672368,1.3885186312564668
2285,Hiroto,SHIMIZU,"N(mu=1.382, sigma=0.307)",0.3069714517369451,1.3818671194259433
393,Antoine,PECHER,"N(mu=1.381, sigma=0.717)",0.7173775048168599,1.3805535347615587
6625,Sugino,TAMOTU,"N(mu=1.379, sigma=1.015)",1.015210287738471,1.3794987705540145
6471,Jindrich,HUDECEK,"N(mu=1.372, sigma=0.458)",0.45838549684391355,1.3722082964141065
4786,Fabien,COMINA,"N(mu=1.372, sigma=0.266)",0.2657396538008915,1.3718577329353958
391,Anthony,LAMICHE,"N(mu=1.372, sigma=0.715)",0.7145212236930861,1.371721109748853
6813,Markus,DORFLEITNER,"N(mu=1.371, sigma=0.714)",0.7138352897476723,1.371297019348641
5161,Evgeny,MASLEONKIN,"N(mu=1.371, sigma=1.024)",1.0235722243700862,1.3705555863871546
7037,Michal,CIENCALA,"N(mu=1.369, sigma=0.365)",0.3652063314552638,1.3694259360264984
5292,Nicolas,BADIA,"N(mu=1.366, sigma=0.720)",0.7195751863759073,1.3661441817422262
6491,Tony,RYAN,"N(mu=1.365, sigma=0.257)",0.2569060736721773,1.3645553947476459
605,Jules,MARCHALAND,"N(mu=1.360, sigma=0.365)",0.364587233775042,1.3603917552735283
6984,Garth,MILLER,"N(mu=1.355, sigma=0.418)",0.4177229980489005,1.355454652287958
5213,Xavier,DROGUET,"N(mu=1.355, sigma=1.004)",1.0042202757896856,1.3547249902448772
843,Alberto,GNERRO,"N(mu=1.353, sigma=0.188)",0.18819472952780628,1.3529071782327458
6485,Pavol,ZAUSKA,"N(mu=1.350, sigma=0.716)",0.7160969538694342,1.350460101321291
4691,Jörg,ANDREAS,"N(mu=1.349, sigma=0.715)",0.7153529036961475,1.3487999642176318
5117,Denis,CHARAFOUTDINOV,"N(mu=1.347, sigma=0.597)",0.5969372264606934,1.3465605130764127
2271,Naoki,SHIMATANI,"N(mu=1.345, sigma=0.260)",0.2596608116613223,1.3451362933822482
6834,Pascal,GISLER,"N(mu=1.344, sigma=0.290)",0.28967865619276645,1.344067183813215
2257,Rei,SUGIMOTO,"N(mu=1.333, sigma=0.390)",0.39010876342034767,1.333285818818514
6983,Ricardo,OTEGUI ZUBIYAGA,"N(mu=1.329, sigma=0.509)",0.5090490806847686,1.328860236519351
6883,David,CARRETERO PEREZ,"N(mu=1.312, sigma=0.387)",0.38738378682793523,1.3124769736865889
5324,Flavien,GUERIMAND,"N(mu=1.310, sigma=0.219)",0.21884460344496773,1.3099186074713565
6596,Christoph,BUCHER,"N(mu=1.305, sigma=0.232)",0.23196862486406825,1.3046762349855834
7045,Ralph,BRUNEL,"N(mu=1.305, sigma=0.715)",0.7148417580686707,1.3046442427093607
6660,Volker,WÜSTERMANN,"N(mu=1.299, sigma=1.003)",1.0033675809409042,1.2992982012551861
6562,Andrzej,MARCISZ,"N(mu=1.296, sigma=0.387)",0.3874751900381269,1.295610790499595
6487,Pierre,MASSCHELEIN,"N(mu=1.264, sigma=1.006)",1.0056507028147983,1.2638777643685075
4592,Tomaz,VALJAVEC,"N(mu=1.261, sigma=0.187)",0.18657318366366205,1.2612769118547058
4597,Andreas,BINDHAMMER,"N(mu=1.258, sigma=0.178)",0.17756679576957296,1.2578368094026815
6755,Kurt,SMITH,"N(mu=1.248, sigma=0.586)",0.5863743841167354,1.2480992011682734
1704,Dale,GODDARD,"N(mu=1.241, sigma=0.719)",0.7185563135146212,1.2408734145115898
412,Jérôme,MEYER,"N(mu=1.235, sigma=0.456)",0.456096730571151,1.2347129411275348
1216,Mario,LECHNER,"N(mu=1.224, sigma=0.178)",0.17846003615836017,1.2235826378036097
5261,Nicolas,FAVRESSE,"N(mu=1.220, sigma=0.389)",0.389241073791469,1.2195146706958915
844,Donato,LELLA,"N(mu=1.218, sigma=0.252)",0.252336011906863,1.2181311001920316
6985,Markus,BOCK,"N(mu=1.216, sigma=0.717)",0.7170074026881528,1.2155785092267444
61,Mikhail,CHERNIKOV,"N(mu=1.206, sigma=0.177)",0.17729016835021852,1.2062974091022947
302,Alec,BRONITZ,"N(mu=1.176, sigma=1.004)",1.0044468455583309,1.1763713030825764
431,Romain,CABESSUT,"N(mu=1.166, sigma=0.587)",0.587252801191573,1.165579367237515
854,Marcello,BOMBARDI,"N(mu=1.163, sigma=0.176)",0.17599468478044752,1.1630046179493598
7184,Kihito,KUROZUMI,"N(mu=1.158, sigma=1.002)",1.00237688136536,1.1577206036635037
1197,Christoph,HELMA,"N(mu=1.152, sigma=1.006)",1.0058680375227949,1.1518943618963167
5322,Anthony,SAPEY,"N(mu=1.152, sigma=0.272)",0.2720313891691827,1.1515490651970344
2289,Minoru,NAKANO,"N(mu=1.150, sigma=0.225)",0.22530714323757695,1.1497168445317385
842,Andrea,GALLO,"N(mu=1.141, sigma=0.418)",0.4179820725861807,1.1407479205788469
33,Alexander,SISINTSEV,"N(mu=1.138, sigma=0.456)",0.45590703229896934,1.1381021011076766
2667,Hannes,PUMAN,"N(mu=1.134, sigma=0.186)",0.18572021040101921,1.1341837588724168
53,Dmitrii,SHARAFUTDINOV,"N(mu=1.130, sigma=0.366)",0.3660855461745396,1.1302720343913062
648,William,BOSI,"N(mu=1.128, sigma=0.232)",0.2321316044957876,1.1282868322293447
4940,Tatsumi,NITTA,"N(mu=1.124, sigma=0.294)",0.29378222328997183,1.1238509842247446
36,Dmitrii,BYCHKOV,"N(mu=1.117, sigma=0.586)",0.5863731142242832,1.1170284340045202
5104,Stephane,DUGIT,"N(mu=1.114, sigma=0.232)",0.23223743088789456,1.1139825163218846
6675,Stuart A.,CAMERON,"N(mu=1.113, sigma=0.589)",0.5891283497878045,1.1132745148887382
2041,Hanwool,KIM,"N(mu=1.110, sigma=0.192)",0.19231862164141203,1.1103932955496798
420,Mathieu,GALLOT-LAVALLEE,"N(mu=1.096, sigma=0.271)",0.2711886969301882,1.0958822592469903
436,Guillaume,GLAIRON MONDET,"N(mu=1.095, sigma=0.591)",0.5911396368035607,1.095442517752607
5832,Syuhei,TANAKA,"N(mu=1.088, sigma=1.032)",1.0324219644865253,1.087949256856734
6483,Scott,FRANKLIN,"N(mu=1.084, sigma=0.289)",0.28912840935021134,1.0836800603743195
4937,Kazuma,WATANABE,"N(mu=1.083, sigma=0.212)",0.2124168093448557,1.0833328196794134
4724,Roman,FELIX,"N(mu=1.070, sigma=0.283)",0.28328055359044874,1.0702339821233988
6786,Benjamin,MAZUER,"N(mu=1.070, sigma=1.008)",1.0083276511254256,1.0701524470182178
6565,Arnould,T'KINT,"N(mu=1.070, sigma=0.509)",0.5086533618728094,1.0695826553848964
486,Alban,LEVIER,"N(mu=1.060, sigma=0.456)",0.45602124284458484,1.060232919296509
2040,Jihwan,PARK,"N(mu=1.058, sigma=0.209)",0.20855682935645536,1.0583076895947252
6597,Kurt,DE BOECK,"N(mu=1.057, sigma=0.388)",0.3884860667813137,1.057481515495175
6489,Philippe,STEULET,"N(mu=1.057, sigma=0.418)",0.41832359417018194,1.0566724314609701
4579,Mikhail,UMNITSYN,"N(mu=1.056, sigma=0.510)",0.5102697215911114,1.0557674596520947
6948,Wolfgang,WIDDER,"N(mu=1.054, sigma=0.507)",0.5074992037406327,1.0539828992989502
6678,Carlos,BRASCO,"N(mu=1.052, sigma=0.458)",0.45822475198644996,1.052399428417151
6893,Neil,CARSON,"N(mu=1.048, sigma=0.245)",0.24460820235084543,1.0477861845263678
4935,Fabrice,LANDRY,"N(mu=1.041, sigma=0.420)",0.4199478567818648,1.041295506045111
2833,Andrzej,MECHERZYNSKI-WIKTOR,"N(mu=1.041, sigma=0.715)",0.7146533410293696,1.0406327194457385
4585,Casper,TEN SIJTHOFF,"N(mu=1.037, sigma=0.198)",0.19791494732882334,1.0366082819187434
2758,Jan,STRECKO,"N(mu=1.036, sigma=1.006)",1.0060688783746614,1.0359357020561892
2756,Igor,KOLLAR,"N(mu=1.032, sigma=0.327)",0.32650288920083076,1.0321836437007659
