,firstname,lastname,current,sigma,mu
4585,Casper,TEN SIJTHOFF,"N(mu=1.000, sigma=0.232)",0.23215176889336836,0.9996315311500052
652,Alex,WATERHOUSE,"N(mu=0.993, sigma=0.363)",0.36268763213540556,0.9934854195012688
6144,Akito,TSUMORI,"N(mu=0.990, sigma=1.039)",1.0387561660770224,0.9904113267949396
7126,Eric,SCULLY,"N(mu=0.979, sigma=0.517)",0.5171846224516419,0.9789874008527042
72,Yury,NOVITSKIY,"N(mu=0.976, sigma=0.256)",0.2561036788607964,0.9764486825005598
4824,Daniel,ANDERSSON,"N(mu=0.962, sigma=0.279)",0.27924114819487317,0.9624979775709435
2295,Ryosuke,HIBINO,"N(mu=0.955, sigma=1.001)",1.0009738136661526,0.955062854386313
3127,Max,KLEESATTEL,"N(mu=0.955, sigma=0.231)",0.2313532464848828,0.9547785642995593
4019,Geva,LEVIN,"N(mu=0.953, sigma=0.299)",0.29870029299531986,0.9530067950706737
6277,Felix,LEUOTH,"N(mu=0.947, sigma=1.006)",1.006015377810553,0.946527033629407
5136,Ian,BITCON,"N(mu=0.946, sigma=0.592)",0.5915630882425083,0.945940018004762
12032,Isaac,LEFF,"N(mu=0.940, sigma=1.001)",1.0010791218965966,0.93996535126963
505,Leo,AVEZOU,"N(mu=0.935, sigma=0.311)",0.31109417935842437,0.9352989924392575
2797,Juha,SAATSI,"N(mu=0.930, sigma=1.019)",1.0185203242064989,0.9301547502141821
5533,Pierre,DUROCHE,"N(mu=0.926, sigma=0.328)",0.3279553588255969,0.9264850510471901
1572,Andre,DIFELICE,"N(mu=0.924, sigma=0.300)",0.3003831288277119,0.9240695948720511
165,Nikolai,IARILOVETS,"N(mu=0.920, sigma=0.312)",0.3116373490320281,0.9195780368000621
5048,John,STACK,"N(mu=0.916, sigma=0.513)",0.5130849684747493,0.9159589207625708
1475,Oleg,POKUSAIEV,"N(mu=0.899, sigma=0.711)",0.7111842383608628,0.8985336396283576
1558,Jason,HOLOWACH,"N(mu=0.893, sigma=0.231)",0.23132148374788608,0.892708597454608
5891,Matt,BOSLEY,"N(mu=0.889, sigma=1.014)",1.0140051237699772,0.8887824254642845
5079,Tomi,NYTORP,"N(mu=0.886, sigma=0.511)",0.5109405413279776,0.886462201500741
5265,Andre,BOROWKA,"N(mu=0.879, sigma=0.222)",0.22220860465853473,0.8785353513005539
5256,Eduard,MARIN GARCIA,"N(mu=0.877, sigma=0.513)",0.51278932844929,0.8766760390397108
4795,Jure,BECAN,"N(mu=0.870, sigma=0.270)",0.2704781863486536,0.8699403617698491
4934,Shinta,OZAWA,"N(mu=0.867, sigma=0.314)",0.31422416835023254,0.866807343055458
6010,Carlos,CATARI,"N(mu=0.863, sigma=0.716)",0.7157708719257685,0.8627788180443858
3185,Moritz,HANS,"N(mu=0.862, sigma=0.271)",0.2710990523494021,0.8620305702868902
6061,Josh,MULLER,"N(mu=0.861, sigma=0.724)",0.723892820346147,0.8614630159249508
855,Stefano,GHISOLFI,"N(mu=0.858, sigma=0.251)",0.2505279785331757,0.8575955820040737
4506,Gabriel,PONT,"N(mu=0.856, sigma=0.594)",0.5944982439120007,0.8555075945599975
4504,François,AUCLAIR,"N(mu=0.851, sigma=0.726)",0.7263503324848739,0.8506844042632802
775,Eric,LOPEZ MATEOS,"N(mu=0.849, sigma=0.234)",0.23430989717585995,0.848821995842367
847,Luca,ZARDINI,"N(mu=0.847, sigma=0.517)",0.5172294393792941,0.8465074899162215
502,Jules,NICOULEAU BOURLES,"N(mu=0.845, sigma=0.505)",0.5051852005053179,0.8453654094696291
6389,Daniel,FISHER,"N(mu=0.845, sigma=0.716)",0.7163501804595545,0.8445079521521641
5138,Dawid,SKOCZYLAS,"N(mu=0.835, sigma=1.019)",1.018666831280236,0.8352941507879084
1145,Matic,KOTAR,"N(mu=0.828, sigma=0.361)",0.3610511620124214,0.827826771378112
1770,Peter,DIXON,"N(mu=0.824, sigma=0.510)",0.5101809724682056,0.8243054932232127
5290,Alessio,DEIANA,"N(mu=0.822, sigma=1.009)",1.0086425678518531,0.8217811398823437
4252,Christoph,SCHWEIGER,"N(mu=0.819, sigma=0.290)",0.2897138181668118,0.819232610669384
4803,Ignacio,SANCHEZ GONZÁLEZ,"N(mu=0.816, sigma=0.221)",0.22071488105800766,0.815591636600915
6091,Adam,WATSON,"N(mu=0.810, sigma=0.588)",0.5884665353156358,0.8103544745040135
4789,Bruno,MACIAS MATUTANO,"N(mu=0.810, sigma=0.245)",0.245411486930834,0.8102459817313434
5833,Nobuyuki,NAGATA,"N(mu=0.808, sigma=1.006)",1.005902463581317,0.8084237306041387
4574,Bernardino,LAGNI,"N(mu=0.805, sigma=1.021)",1.0205547984799315,0.805201187385103
4588,Marek,HAVLIK,"N(mu=0.802, sigma=0.595)",0.5949672533704602,0.8018054078020691
4841,Gabor,SZEKELY,"N(mu=0.799, sigma=0.717)",0.7173312059320723,0.799077712163728
4655,Jérome,CECCALDI,"N(mu=0.796, sigma=1.018)",1.01763088660138,0.7957186844782187
765,Philipp,MARTIN,"N(mu=0.795, sigma=0.279)",0.2786175161157001,0.7948776532769266
1906,Simon,HIBBELER,"N(mu=0.790, sigma=0.585)",0.5853529436188126,0.7903818916916461
4595,Marek,REPCIK,"N(mu=0.779, sigma=0.277)",0.27693388648436407,0.7790510093186854
6983,Ricardo,OTEGUI ZUBIYAGA,"N(mu=0.778, sigma=1.014)",1.0138719259610445,0.7776536291311446
4799,Bastien,GERLAND,"N(mu=0.777, sigma=0.264)",0.26442675258031145,0.7772012428643581
4787,Martin,JAGGI,"N(mu=0.771, sigma=0.364)",0.3635277514823646,0.7707728408463237
4619,Igor,PILIOUGINE,"N(mu=0.767, sigma=1.007)",1.0070106804374814,0.7665681772722297
854,Marcello,BOMBARDI,"N(mu=0.766, sigma=0.223)",0.22252875416170886,0.7662114036683755
5996,Ricardo,DE LEEUW,"N(mu=0.759, sigma=1.007)",1.0069598485016629,0.7587194949998315
4618,Serguei,NOURMAMATOV,"N(mu=0.751, sigma=0.514)",0.5135736424086642,0.7510459107571427
5278,Mikhail,PEKAREV,"N(mu=0.749, sigma=0.460)",0.4603632626644341,0.7487364796518057
3112,Ruben,FIRNENBURG,"N(mu=0.747, sigma=0.582)",0.5820293352424184,0.7465162152765961
85,Sergei,LUZHETSKII,"N(mu=0.746, sigma=0.263)",0.2634671199930777,0.745954188311625
13149,Sungjoon,CHAE,"N(mu=0.742, sigma=1.010)",1.0097738349130747,0.7424526309009049
4895,Tomas Midtun,TOBIASSEN,"N(mu=0.734, sigma=1.007)",1.0065986726239753,0.7336533638491111
66,Arman,TER-MINASYAN,"N(mu=0.729, sigma=0.231)",0.2307010598417412,0.7291569976142891
4587,Vadim,VINOKUR,"N(mu=0.729, sigma=0.598)",0.5980918299747607,0.7287290304357992
2991,Hualong,SONG,"N(mu=0.720, sigma=0.996)",0.9962453552434382,0.7204598587808307
989,Michele,BONO,"N(mu=0.715, sigma=1.001)",1.0012347821796097,0.715443800060811
850,Stefan,SCARPERI,"N(mu=0.707, sigma=0.195)",0.19453020303733612,0.7065118245917431
4576,Yevgen,KRYVOSHEYTSEV,"N(mu=0.702, sigma=0.392)",0.39160444390326915,0.7020434933306059
11500,Slav,KIROV,"N(mu=0.702, sigma=0.361)",0.3612112421329578,0.7018938157460204
2260,Atsushi,SHIMIZU,"N(mu=0.701, sigma=0.246)",0.24636358017217533,0.7006509040226262
13986,Shion,OMATA,"N(mu=0.698, sigma=1.000)",1.0004560351047542,0.6977475192578731
5087,Miklos,KOVACS,"N(mu=0.692, sigma=1.007)",1.0065459397458376,0.6922300907004237
4514,Jonathan,PHILIPPE,"N(mu=0.689, sigma=0.460)",0.45960655176337195,0.689348798269733
14018,Yunchan,SONG,"N(mu=0.689, sigma=0.416)",0.4162986808771291,0.689324585017623
3779,Benjamin,BLASER,"N(mu=0.682, sigma=0.186)",0.18640773913708497,0.681938456271666
774,Marco Antonio,JUBES ANGARITA,"N(mu=0.680, sigma=0.273)",0.2728769141937756,0.6799970922071269
1745,Michael,O'ROURKE,"N(mu=0.674, sigma=0.328)",0.32776295156954566,0.6737678598279995
4597,Andreas,BINDHAMMER,"N(mu=0.673, sigma=1.055)",1.0549794324954866,0.6732950577690932
1262,Dominik,HAERTL,"N(mu=0.672, sigma=0.584)",0.583892409816878,0.6723535962989475
2667,Hannes,PUMAN,"N(mu=0.666, sigma=0.216)",0.21629671098892722,0.6662579846344817
7153,Frédéric,PEROT,"N(mu=0.665, sigma=1.017)",1.0169535535524798,0.6645865750119105
5790,Jordan,BUYS,"N(mu=0.655, sigma=1.007)",1.0074722087320847,0.6550955121765518
2338,Ryohei,KAMEYAMA,"N(mu=0.654, sigma=0.508)",0.5080755773425384,0.6543818445722986
5638,Marian,GEORGIEV,"N(mu=0.654, sigma=0.591)",0.5913870115069532,0.6542284869647259
4840,Robert,D'ANASTASIO,"N(mu=0.644, sigma=0.426)",0.42571233086570376,0.6438553112820629
2615,David,FITZGERALD,"N(mu=0.640, sigma=0.997)",0.9970879543976655,0.6403347502672178
489,Yohann,DECHAMPS,"N(mu=0.627, sigma=1.008)",1.0075817576692423,0.6271590131364372
1736,Austin,GEIMAN,"N(mu=0.621, sigma=0.271)",0.2710737383621308,0.6214564952726813
47,Vasily,KOZLOV,"N(mu=0.619, sigma=0.345)",0.3451094988049243,0.6193481896843885
5820,Mauricio,HUERTA,"N(mu=0.618, sigma=0.225)",0.22522442426286265,0.6183957329234961
2028,Jae-Yong,LEE,"N(mu=0.615, sigma=0.418)",0.41798625968198716,0.614785399193034
288,David,GISLER,"N(mu=0.611, sigma=0.292)",0.2921609343243288,0.6109376219505529
3061,Thilo Jeldrik,SCHRÖTER,"N(mu=0.605, sigma=0.214)",0.21411330917698929,0.6049633362505562
5097,Manuel,BRUNN,"N(mu=0.596, sigma=0.461)",0.46083236529611765,0.5963559107526658
5648,Roman,VAN DER WERF,"N(mu=0.591, sigma=0.716)",0.7161284764055492,0.5912871647157993
11886,Quinn,O'FRANCIA,"N(mu=0.589, sigma=1.010)",1.010338434103434,0.5888211632568147
3205,Matthias,KÖNIG,"N(mu=0.583, sigma=0.583)",0.5831659864568645,0.5832093661444578
4802,Jacopo,LARCHER,"N(mu=0.582, sigma=0.418)",0.4181842030518432,0.5824353016501211
4622,Raphaël,LACHAT,"N(mu=0.577, sigma=0.315)",0.3151837785014891,0.5768853520721918
1234,Georg,PARMA,"N(mu=0.569, sigma=0.234)",0.2339521611625629,0.5692527784788938
5684,Alexander,SHOPRIN,"N(mu=0.567, sigma=1.003)",1.0026767021871206,0.5665958158362021
1241,Florian,KLINGLER,"N(mu=0.566, sigma=0.244)",0.24383788090560413,0.5658835860408283
1644,Victor,BAUDRAND,"N(mu=0.565, sigma=0.311)",0.31146073005933445,0.5650042420757203
6151,Sylvain,ROCHE,"N(mu=0.560, sigma=0.590)",0.589728048484747,0.5597815178892821
478,Pascal,GAGNEUX,"N(mu=0.559, sigma=0.364)",0.36438915052562365,0.5588457384227508
5174,Dmytro,KONOVALOV,"N(mu=0.555, sigma=0.517)",0.5169467197134491,0.554693457978581
7117,Sylvain,LANGRIS,"N(mu=0.554, sigma=0.600)",0.6000053987322443,0.5542380167516952
5749,Manuel,CORETTI,"N(mu=0.553, sigma=0.714)",0.7143693802545482,0.5532036857401841
420,Mathieu,GALLOT-LAVALLEE,"N(mu=0.551, sigma=1.016)",1.0157837108172596,0.5506763033002113
12329,Nikolay,RUSEV,"N(mu=0.551, sigma=0.326)",0.3255047699490453,0.5506072882329418
3429,Kevin,HEMUND,"N(mu=0.550, sigma=0.192)",0.19203795942897078,0.5501928277323075
5271,Evgeny,BASHKIRTSEV,"N(mu=0.548, sigma=0.470)",0.46951258537622903,0.5480031108086681
5051,Cédric,LO PICCOLO,"N(mu=0.541, sigma=0.722)",0.7223071536245202,0.5410674341071517
882,Riccardo,PIAZZA,"N(mu=0.538, sigma=0.244)",0.24392309677449336,0.538240114728466
4474,Riccardo,SCARIAN,"N(mu=0.533, sigma=0.206)",0.20622196314642316,0.5331113648189303
4678,Clément,CHABAUD,"N(mu=0.532, sigma=1.015)",1.0146487518513116,0.5321018618953748
1959,Keenan,TAKAHASHI,"N(mu=0.528, sigma=1.000)",1.0003823749322953,0.5277095862156109
4021,Ido,FIDEL,"N(mu=0.521, sigma=0.714)",0.714205774686274,0.5213836351837765
5052,Dong-Hyun,KIM,"N(mu=0.518, sigma=1.021)",1.0210076899739755,0.5184748501280283
4517,Luc,DAURES,"N(mu=0.518, sigma=0.369)",0.36924900122123516,0.5184424495902524
1489,Fedir,SAMOILOV,"N(mu=0.516, sigma=0.270)",0.26968663453019037,0.5161316184609691
5374,Dan,BRADLEY,"N(mu=0.516, sigma=0.729)",0.729006156225152,0.5158884417331994
4577,Simon,FASNACHT WANDELER,"N(mu=0.514, sigma=1.019)",1.0190602289878234,0.5139878447544269
1170,Luka,POTOCAR,"N(mu=0.513, sigma=0.415)",0.4154892931386086,0.5127156573802665
4909,Nigel,CALLENDER,"N(mu=0.510, sigma=0.459)",0.4593694990801636,0.5097812523641962
1116,Urh,CEHOVIN,"N(mu=0.508, sigma=0.203)",0.2032021852655602,0.5082295784124898
2261,Masahiro,HIGUCHI,"N(mu=0.503, sigma=0.463)",0.4630175545961062,0.5031173036946119
6195,Jonas,WINTER,"N(mu=0.503, sigma=0.510)",0.5096553305290169,0.5030864629056694
2012,Benedikt,HAAGER,"N(mu=0.497, sigma=0.392)",0.3921384367952292,0.4973014300732024
5736,Andrey,LADNIY,"N(mu=0.496, sigma=1.017)",1.0171675133537004,0.49635220125481233
2854,Adrian,CHMIALA,"N(mu=0.494, sigma=0.997)",0.9967132156342747,0.4943905641441566
649,James,POPE,"N(mu=0.493, sigma=0.311)",0.3107577355577987,0.4930038190182892
2752,Andrej,CHRASTINA,"N(mu=0.491, sigma=0.266)",0.26642538404425176,0.4911596233149944
1353,Jakub,HLAVACEK,"N(mu=0.483, sigma=0.513)",0.5125258277979067,0.48343980356821
4906,Kevin,LOPATA,"N(mu=0.483, sigma=0.588)",0.5875293972911454,0.4831016468625704
1221,Max,RUDIGIER,"N(mu=0.482, sigma=0.289)",0.28852439299474497,0.48202884156471953
7154,Julien,MAZILLE,"N(mu=0.480, sigma=1.018)",1.0175053213181895,0.4796548714622361
6278,Nikolai,BUHL,"N(mu=0.480, sigma=1.008)",1.0084587024130796,0.4795488072080032
1742,Solomon,BARTH,"N(mu=0.472, sigma=0.585)",0.584907411563448,0.47184326902254664
4785,Philippe,ALLENSPACH,"N(mu=0.466, sigma=0.417)",0.41727220218894295,0.4659654837720928
5049,Yuji,MIYABO,"N(mu=0.463, sigma=0.591)",0.5905206142789304,0.4627884573662488
3262,Aviansyah,AAN,"N(mu=0.462, sigma=0.998)",0.9980754102971088,0.46180745564653763
4704,Julien,LOSTE,"N(mu=0.459, sigma=1.011)",1.0114400656648275,0.45922996717836895
4882,Zufar,NIGMANOV,"N(mu=0.455, sigma=1.017)",1.0169622886328686,0.4551525027792876
6420,Luis,GERHARDT,"N(mu=0.449, sigma=0.998)",0.9984457035737445,0.4490497285772258
4843,Adam,MARKERT,"N(mu=0.446, sigma=0.728)",0.7284412155532314,0.4459472026288874
7118,Loic,DIDION,"N(mu=0.443, sigma=1.061)",1.0607367743165772,0.442792046050029
4364,Kipras,BALTRUNAS,"N(mu=0.442, sigma=0.223)",0.22331261583199605,0.4424966926458816
5900,Diego Martín,MARSELLA PRADO,"N(mu=0.439, sigma=1.000)",1.0004567867829097,0.43879593895751257
4850,Ian,DORY,"N(mu=0.437, sigma=0.346)",0.34647328746208583,0.4368380842764781
4792,Emanuel,MOOSBURGER,"N(mu=0.434, sigma=0.257)",0.25670146417259676,0.4340474976188386
4865,Sergei,SHAFEROV,"N(mu=0.431, sigma=0.419)",0.41948965926722553,0.43073817836062017
11525,Elias,ARRIAGADA KRÜGER,"N(mu=0.429, sigma=0.279)",0.2793540864280162,0.42929242548865615
11847,Oscar,BAUDRAND,"N(mu=0.424, sigma=0.279)",0.2792545161334345,0.4235850676824252
4793,Niccolo',CERIA,"N(mu=0.422, sigma=0.343)",0.34325698002567967,0.4216763237074666
5633,Ryan,PASQUILL,"N(mu=0.417, sigma=0.459)",0.4594655583886741,0.4167105433827246
1897,Kyle,STRUTHERS,"N(mu=0.416, sigma=1.009)",1.0092455549045711,0.4162126751796417
13030,Hugo,HOYER,"N(mu=0.412, sigma=0.508)",0.5082608697659668,0.41210751210805235
5979,Nejc,CUJES,"N(mu=0.410, sigma=0.715)",0.7150642128346334,0.41046821748618245
1758,Benjamin,HANNA,"N(mu=0.403, sigma=0.251)",0.25059812323054353,0.40269313136755774
4976,Peter,WÜRTH,"N(mu=0.399, sigma=0.186)",0.18573774257659031,0.3993985144102608
5431,Frabçois,JEANSON,"N(mu=0.399, sigma=1.013)",1.0126627739221814,0.3989879815356118
4620,Petro,MARKEVYCH,"N(mu=0.394, sigma=0.347)",0.3468433128256067,0.39360820689927856
3174,Manuel,ESCOBAR,"N(mu=0.389, sigma=0.458)",0.4584550876453433,0.38922235657678206
3428,Kevin,HEINIGER,"N(mu=0.387, sigma=0.209)",0.20914064742757024,0.38743720596550957
1206,Martin,HAMMERER,"N(mu=0.382, sigma=0.718)",0.7183136658894692,0.38169482253073506
5272,Kyrylo,SHEVCHENKO,"N(mu=0.372, sigma=0.369)",0.3686054412858268,0.3718435247917026
5284,Paolo,LEONCINI,"N(mu=0.372, sigma=0.366)",0.3664668439347019,0.37171830012927887
2048,Sungjoon,CHAE,"N(mu=0.368, sigma=0.459)",0.4586311914558616,0.36799787772784787
4870,Konstantin,SAVELYEV,"N(mu=0.366, sigma=0.593)",0.5932434233424347,0.36566174590305545
7133,Jürgen,GOTTFRIED,"N(mu=0.364, sigma=1.015)",1.0151179571206868,0.36379164571967826
5273,Sergey,POPOV,"N(mu=0.359, sigma=1.033)",1.0333566678049226,0.3594574231346648
4046,Yotam,BEN REUVEN,"N(mu=0.358, sigma=0.419)",0.4192821115046317,0.3580219684803609
4794,Luca,BALTENSPERGER,"N(mu=0.357, sigma=1.003)",1.0029627727307797,0.35720810005455045
4871,Kirill,DYAKONOV ,"N(mu=0.356, sigma=0.723)",0.7234417819005129,0.35555668834715437
4600,Iouri,DOULOUB,"N(mu=0.352, sigma=0.598)",0.5977544162782721,0.3519685506774884
5858,Ignasi,TARRAZONA GASQUE,"N(mu=0.350, sigma=0.289)",0.2892943015357571,0.3499418129705497
5368,Stefan,RASMUSSEN,"N(mu=0.348, sigma=0.512)",0.5120737129000779,0.3484878425605137
5892,Grady,BAGWELL,"N(mu=0.348, sigma=1.019)",1.0186557515641017,0.34843010760098814
5383,Mateusz,HALADAJ,"N(mu=0.347, sigma=0.719)",0.7189537242314654,0.3467486349600787
121,Anton,SVIRIDOV,"N(mu=0.343, sigma=0.999)",0.9992819103535017,0.34317468378526017
434,Nicolas,JANUEL,"N(mu=0.342, sigma=0.266)",0.26631139950668864,0.34208483583782046
6158,Aleksander,ROMANOWSKI,"N(mu=0.336, sigma=0.585)",0.5849175994140048,0.3364269380361186
3878,Levin,SCHILLING,"N(mu=0.336, sigma=0.711)",0.7108113100003962,0.33639249297715573
5559,Hafzanizam,BOKHARI,"N(mu=0.335, sigma=0.458)",0.4581551709856016,0.33541041769384344
1800,Joseph,DIAZ,"N(mu=0.327, sigma=0.583)",0.5834044450814934,0.3270804548382441
1721,Andrew,LAMB,"N(mu=0.326, sigma=0.388)",0.3875349589142735,0.32646488350253255
477,Clément,LECHAPTOIS,"N(mu=0.326, sigma=0.457)",0.45661299492832635,0.32636727535461346
525,Clement,OZUN,"N(mu=0.326, sigma=0.997)",0.9974710313525837,0.32616233674569034
12335,Yannick,NAGEL,"N(mu=0.320, sigma=0.715)",0.714936410288212,0.3201448341100295
4582,Matej,SOVA,"N(mu=0.320, sigma=0.591)",0.5906817532275016,0.3200283601598551
846,Luca,GIUPPONI,"N(mu=0.314, sigma=0.254)",0.2538480673636958,0.31392294750404326
7155,David,MARNEZY,"N(mu=0.309, sigma=1.018)",1.0177862808316611,0.30875474064483943
3126,Kim,MARSCHNER,"N(mu=0.306, sigma=0.263)",0.2626279107655889,0.3056342610975891
4284,Nino,GRÜNENFELDER,"N(mu=0.303, sigma=0.343)",0.34293712273125265,0.30320464122141927
1735,Josh,LARSON,"N(mu=0.302, sigma=0.265)",0.2645874761993956,0.30172978606375594
5575,Paul,BROUARD,"N(mu=0.299, sigma=0.718)",0.7180387545172815,0.2985448182377528
2851,Piotr,SCHAB,"N(mu=0.295, sigma=0.999)",0.9989274482825311,0.2951112301480156
7119,David,LOPEZ,"N(mu=0.293, sigma=0.753)",0.7529445969727891,0.29253908965074443
2846,Jakub,GLOWKA,"N(mu=0.292, sigma=0.250)",0.25043222281483496,0.29199849569955333
1875,Charles,BARRON,"N(mu=0.292, sigma=0.389)",0.38885671422876045,0.2919636982535394
4845,Ryan,OLSON,"N(mu=0.290, sigma=0.595)",0.5945716665903132,0.2897793912986355
912,Filip,SCHENK,"N(mu=0.288, sigma=0.288)",0.28809149887267455,0.2879702154516272
1229,Elias,WEILER,"N(mu=0.285, sigma=0.227)",0.22685524122448109,0.2846164676834112
5518,Timo,TAK,"N(mu=0.283, sigma=0.510)",0.5100755547376349,0.2828908446954781
12237,Samuel,BUTTERWORTH,"N(mu=0.280, sigma=1.001)",1.0010401666963331,0.27991329546334487
4579,Mikhail,UMNITSYN,"N(mu=0.277, sigma=0.517)",0.5174835131881237,0.277268443885404
4807,Ondrej,NEVELIK,"N(mu=0.270, sigma=0.280)",0.2797061258893264,0.2698615334688282
5639,Iliyan,MIHAYLOV,"N(mu=0.269, sigma=1.020)",1.0200209837037038,0.26939900425556523
3583,Michiel,NIEUWENHUIJSEN,"N(mu=0.265, sigma=0.368)",0.36764886713211187,0.2654727402178929
5334,Rok,KLANCNIK,"N(mu=0.263, sigma=0.281)",0.28080313254405687,0.2627847533734188
2202,Attila Zsombor,RADICS,"N(mu=0.256, sigma=0.584)",0.5839793862349807,0.2564371756115369
7143,Filippo,CERVO,"N(mu=0.255, sigma=0.736)",0.7356674791603597,0.2547915872879109
5466,Jan,ZBRANEK,"N(mu=0.248, sigma=1.001)",1.0006199765755055,0.24816567266277445
6421,Pawel,JELONEK,"N(mu=0.247, sigma=0.999)",0.9987210883214711,0.2466546929008037
5893,Joe,CZERWINSKI,"N(mu=0.243, sigma=1.019)",1.019180983024324,0.24349519612449624
5291,Roland,WAGNER,"N(mu=0.243, sigma=0.314)",0.31350953130161685,0.2425788063384654
6150,Tom,NEWMAN,"N(mu=0.240, sigma=0.365)",0.36500798978818677,0.2399526435990593
735,Joseph,XIBERRAS,"N(mu=0.239, sigma=0.715)",0.7147125976071657,0.23933179822143122
6174,Michael,BAUTISTA,"N(mu=0.238, sigma=1.013)",1.0130500025328073,0.23781092446289126
3175,Leonel,DE LAS SALAS,"N(mu=0.236, sigma=0.713)",0.712999647273785,0.236398654968528
6064,Miles,ADAMSON,"N(mu=0.234, sigma=0.734)",0.7341430080173944,0.2339245555934893
4607,Richard,BINGHAM,"N(mu=0.231, sigma=1.022)",1.02206129166107,0.23131465337517915
5965,Hirotaro,HOSHINA,"N(mu=0.226, sigma=1.028)",1.0275828566668537,0.22583784490246553
3777,Max,PRINZ,"N(mu=0.225, sigma=0.311)",0.3109709303349344,0.22527693098712187
4283,Julien,CLÉMENCE,"N(mu=0.217, sigma=0.300)",0.2995823767182728,0.21703505325521455
4656,Olivier,CHAU-UHU,"N(mu=0.216, sigma=1.021)",1.0208722818120912,0.21560915933239505
4646,Christian,BENK,"N(mu=0.215, sigma=0.245)",0.24476285831238576,0.21463093407811107
5959,Ryan,RODEN,"N(mu=0.213, sigma=1.024)",1.0242197531100794,0.21294228819771524
1198,Heiko,WILHELM,"N(mu=0.211, sigma=0.259)",0.2590364026045796,0.21074932323898948
6218,Donggun,LEE,"N(mu=0.204, sigma=0.604)",0.6037080436206924,0.20383830687783702
59,Alexander,STEPANOV,"N(mu=0.202, sigma=0.730)",0.7296942901276845,0.20182460392808751
911,Pietro,BIAGINI,"N(mu=0.197, sigma=1.002)",1.0016784683435096,0.19718654901140473
5983,Frank,JAENECKE,"N(mu=0.193, sigma=1.004)",1.0036955580703646,0.1925654144617008
9331,Sébastien,VALRAN,"N(mu=0.192, sigma=0.419)",0.4194154776085612,0.19207845839948734
5984,Jan,HAIKO,"N(mu=0.186, sigma=0.458)",0.4575670213714258,0.1859625811402473
5737,Kirill,D'YAKONOV,"N(mu=0.185, sigma=1.021)",1.0205128797385092,0.18527179549131673
5162,Ilfir,KHAKIMIANOV,"N(mu=0.185, sigma=1.037)",1.0368931114917699,0.18512167164640728
1748,Cole,SKINNER,"N(mu=0.181, sigma=1.014)",1.013821686849647,0.18098990706316023
122,Vlas,GAVRILOV,"N(mu=0.176, sigma=0.366)",0.3662863944633958,0.17573566734814353
1820,Palmer,LARSEN,"N(mu=0.174, sigma=0.389)",0.3894651669329213,0.17442792832436582
953,Davide Marco,COLOMBO,"N(mu=0.173, sigma=0.713)",0.7133062200245843,0.1734636647011185
5204,Géraud,FANGUIN,"N(mu=0.173, sigma=0.466)",0.4658534861220031,0.17344211465166648
1749,Jesse,GRUPPER,"N(mu=0.172, sigma=0.313)",0.31251103696757143,0.17192384115902895
5394,Jonathan,THOMAS,"N(mu=0.169, sigma=1.010)",1.0099411747453866,0.16919328203399894
1646,Guy,MCNAMEE,"N(mu=0.167, sigma=0.312)",0.31174226254588167,0.16671268024830974
3672,Asher Gavin, CHIAM KAI CHEN,"N(mu=0.163, sigma=0.509)",0.50930944565023,0.16258491900060779
6422,Samuel,OMETZ,"N(mu=0.161, sigma=0.999)",0.998833571801386,0.1610568945819693
3586,Mark,BRAND,"N(mu=0.160, sigma=0.415)",0.41517515005950456,0.15996005831548155
4306,Nils,FAVRE,"N(mu=0.154, sigma=0.205)",0.20460849197017242,0.15369314611396326
1604,Jesse,TAPLIN,"N(mu=0.152, sigma=0.719)",0.71929559080318,0.15156175829762272
336,Lukas,FRANCKAERT,"N(mu=0.146, sigma=0.583)",0.5830019678511144,0.14603920301922124
5531,Gregor,SELICA,"N(mu=0.144, sigma=0.462)",0.4624558290226018,0.14364027418316158
3855,Bjørn,ARNEL IISAGER,"N(mu=0.142, sigma=0.223)",0.2232012699357357,0.14185801175669058
5658,Kornelius,OBLEITNER,"N(mu=0.132, sigma=0.346)",0.34623846829973254,0.1321258617781474
2959,Zhouwen,HUANG,"N(mu=0.131, sigma=0.590)",0.5901281656719956,0.13107558683660592
5054,Steven,JEFFREY,"N(mu=0.130, sigma=1.028)",1.028200582789626,0.12983929786710066
767,Arturo,CAMPOS SALVADOR,"N(mu=0.123, sigma=1.011)",1.0111220132662198,0.12328990017131485
308,Stephane,HANSSENS,"N(mu=0.123, sigma=0.414)",0.414418875476005,0.12271545767781172
3199,Dylan,CHUAT,"N(mu=0.123, sigma=0.510)",0.5099067429079197,0.12264457720851044
1723,Noah,RIDGE,"N(mu=0.120, sigma=1.001)",1.0009826797054597,0.12002954911962502
875,Alessandro,PALMA,"N(mu=0.116, sigma=0.394)",0.3936899191374618,0.11634706439379085
5245,Ludovic,STELMASZYK,"N(mu=0.116, sigma=1.015)",1.0149581657677034,0.1161554998543788
3899,Borja,FARAH,"N(mu=0.116, sigma=0.996)",0.996250869345211,0.11588673333467729
12815,Pietro,VIDI,"N(mu=0.114, sigma=0.584)",0.584374599323687,0.11366698976038679
6153,Yosuke,SENBONGI,"N(mu=0.111, sigma=0.514)",0.5141185959811115,0.11129062569056734
2034,Jaha,KIM,"N(mu=0.111, sigma=0.265)",0.26496618702805586,0.11122680460512764
