,firstname,lastname,current,sigma,mu
1949,Matt,FULTZ,"N(mu=1.759, sigma=0.717)",0.7168163786515561,1.7585667080080052
1129,Domen,SKOFIC,"N(mu=1.758, sigma=0.231)",0.23050432103198346,1.7582472158138145
3579,Nicky,DE LEEUW,"N(mu=1.755, sigma=0.191)",0.19051301492492073,1.7549823887485998
13029,Dillon,COUNTRYMAN,"N(mu=1.754, sigma=0.416)",0.41588361430708026,1.7541256524589812
634,David,BARRANS,"N(mu=1.743, sigma=0.181)",0.1812264868906257,1.7427977559894883
320,Nicolas,COLLIN,"N(mu=1.735, sigma=0.217)",0.21677516990250517,1.7349721437723424
797,Jonatan,FLOR VAZQUEZ,"N(mu=1.734, sigma=0.256)",0.25550109151518363,1.733831948793415
4784,Baptiste,NOMINE,"N(mu=1.732, sigma=0.345)",0.34452423441858865,1.7315088173083797
4775,Remo,SOMMER,"N(mu=1.729, sigma=0.218)",0.2175850405693143,1.7289455803511637
4150,Rolands,RUGENS,"N(mu=1.721, sigma=0.186)",0.18615568566072907,1.7206969105530212
2017,Alexander,AVERDUNK,"N(mu=1.713, sigma=0.263)",0.2626948550493152,1.7133930623103892
3998,Nimrod,MARCUS,"N(mu=1.709, sigma=0.209)",0.2089920502943837,1.7087838492361218
4690,Fabien,DUGIT,"N(mu=1.708, sigma=0.509)",0.5090589001679066,1.708441150658475
5898,Tony,MUSSELBROOK,"N(mu=1.705, sigma=1.008)",1.008133889153707,1.7047037341887235
13147,Sungsu,LEE,"N(mu=1.698, sigma=0.508)",0.5077703761229865,1.6984402746265608
11580,Julian,WIMMER,"N(mu=1.690, sigma=1.001)",1.0007449562380446,1.6896882617020375
4503,Julien,MERAL,"N(mu=1.688, sigma=0.346)",0.34567809046937414,1.688151924709616
1928,Colin,WILLS,"N(mu=1.666, sigma=0.712)",0.7121905751008129,1.665659828890851
4782,Olivier,LEBRETON,"N(mu=1.663, sigma=0.389)",0.388875378897685,1.6631786389681988
324,Rob,DENAYER,"N(mu=1.662, sigma=0.710)",0.7102438008842771,1.6619371134998522
3123,Simon,UNGER,"N(mu=1.657, sigma=0.263)",0.2626538861504479,1.6565025100493764
2377,Hibiki,YAMAUCHI,"N(mu=1.654, sigma=1.001)",1.001302802692345,1.6535613902696444
5256,Eduard,MARIN GARCIA,"N(mu=1.637, sigma=0.715)",0.715320269232022,1.636704143225582
2376,Yuya,KITAE,"N(mu=1.624, sigma=0.713)",0.7134852386194817,1.6242392807116048
2347,Tomoki,MUSHA,"N(mu=1.616, sigma=0.715)",0.7145973230700388,1.6163063784496685
667,Matthew,COUSINS,"N(mu=1.613, sigma=0.288)",0.28777036203184736,1.6127868645297103
2249,Keita,MOGAKI,"N(mu=1.610, sigma=0.281)",0.28106211107397716,1.6102005146620249
4864,Ivan,KAUROV,"N(mu=1.595, sigma=0.511)",0.5114841592474622,1.5948838584278306
96,Egor,KRYACHKOV,"N(mu=1.587, sigma=0.582)",0.5824311148493923,1.5870487976369694
1871,Ross,FULKERSON,"N(mu=1.586, sigma=0.272)",0.27161208258103053,1.5860447702578344
1135,Martin,BERGANT,"N(mu=1.584, sigma=0.454)",0.45438785602613324,1.5836667875811508
5683,Masatoshi,SUGITA,"N(mu=1.577, sigma=0.281)",0.2806465395340784,1.5765347678635764
4905,Gareth,PARRY,"N(mu=1.575, sigma=0.328)",0.327849396358047,1.5748928979771684
4777,Markus,HOPPE,"N(mu=1.570, sigma=0.281)",0.2810783499980672,1.5700051301518039
2947,Yufei,PAN,"N(mu=1.565, sigma=0.211)",0.2114353617318132,1.5649962187781088
554,Emilien,CASADO,"N(mu=1.559, sigma=1.002)",1.0018360115203682,1.5588866991361492
11527,Soya,SHIMADA,"N(mu=1.554, sigma=0.999)",0.998547948867402,1.5541156531740006
1255,Alfons,DORNAUER,"N(mu=1.554, sigma=0.209)",0.20871760781711504,1.5536981908566208
4844,Christopher,WEBB-PARSONS,"N(mu=1.554, sigma=0.240)",0.2404670067225788,1.553546899203552
1934,Zander,WALLER,"N(mu=1.553, sigma=0.512)",0.5123977359257321,1.5533069034604896
685,Aidan,ROBERTS,"N(mu=1.550, sigma=0.341)",0.3411699200586509,1.549626881394305
1716,Kyle,OWEN,"N(mu=1.549, sigma=0.463)",0.4631708617440076,1.5485364884213808
811,Alberto,GINÉS LÓPEZ,"N(mu=1.547, sigma=0.271)",0.2711151248219251,1.5465146272176398
518,Adrien,LEMAIRE,"N(mu=1.530, sigma=0.715)",0.715405733090993,1.5304622054924009
2335,Katsura,KONISHI,"N(mu=1.530, sigma=1.002)",1.001854269672319,1.5296910546920477
1772,Kai,LIGHTNER,"N(mu=1.525, sigma=0.388)",0.38771906470773554,1.5249014093216486
1245,Jan-Luca,POSCH,"N(mu=1.524, sigma=0.211)",0.2113301593964329,1.5240512423709156
2032,Sangwon,SON,"N(mu=1.508, sigma=0.389)",0.38936646974593203,1.5079189420772865
3576,Wouter,JONGENEELEN,"N(mu=1.497, sigma=0.202)",0.2024706084906681,1.4968875494740719
89,Sergei,SKORODUMOV,"N(mu=1.494, sigma=0.256)",0.25562024247746157,1.493821875076127
4791,Zach,LERNER,"N(mu=1.482, sigma=0.511)",0.5107413497818717,1.4820870730969444
12509,Arthur,LE BRIS,"N(mu=1.472, sigma=0.713)",0.7131791915150861,1.4719303822750436
5611,Nalle,HUKKATAIVAL,"N(mu=1.467, sigma=0.459)",0.45862258911984916,1.4666117742807492
645,William,RIDAL,"N(mu=1.465, sigma=0.223)",0.22297125061917825,1.4645242267634655
61,Mikhail,CHERNIKOV,"N(mu=1.464, sigma=0.300)",0.29997488717291887,1.4638154409810902
874,Marco,GOZZI,"N(mu=1.463, sigma=0.999)",0.9986623217221448,1.463111099630978
4846,Nicolas,SHERMAN CUEVO,"N(mu=1.453, sigma=1.013)",1.0126410363180693,1.4528537556139267
4933,Alexander,KALINA,"N(mu=1.447, sigma=1.020)",1.019609347787191,1.446566343530631
652,Alex,WATERHOUSE,"N(mu=1.439, sigma=0.363)",0.36270315838156303,1.4391554055159235
6144,Akito,TSUMORI,"N(mu=1.402, sigma=1.040)",1.0395635102297216,1.4023342094645905
4585,Casper,TEN SIJTHOFF,"N(mu=1.402, sigma=0.252)",0.25201779916660266,1.4022063411544727
3127,Max,KLEESATTEL,"N(mu=1.400, sigma=0.231)",0.23136532426167086,1.4000895860369347
4019,Geva,LEVIN,"N(mu=1.399, sigma=0.299)",0.2987147203623957,1.3992157190326202
4788,Stanislav,KLESHNOV,"N(mu=1.398, sigma=0.367)",0.36658415319570475,1.3979585723732182
2295,Ryosuke,HIBINO,"N(mu=1.392, sigma=1.001)",1.001042677213933,1.392378995322413
4824,Daniel,ANDERSSON,"N(mu=1.388, sigma=0.279)",0.2794436693356268,1.3880177552233899
505,Leo,AVEZOU,"N(mu=1.382, sigma=0.311)",0.31111887403462163,1.3816361868571272
6277,Felix,LEUOTH,"N(mu=1.380, sigma=1.006)",1.0062274734537204,1.379943531397069
72,Yury,NOVITSKIY,"N(mu=1.378, sigma=0.256)",0.25643565078899694,1.3777541023263846
12032,Isaac,LEFF,"N(mu=1.375, sigma=1.001)",1.0011131784246965,1.3747533229426276
5820,Mauricio,HUERTA,"N(mu=1.363, sigma=0.237)",0.2370285423637882,1.3626016823846936
165,Nikolai,IARILOVETS,"N(mu=1.360, sigma=0.312)",0.3116641039622811,1.3596207740677488
1572,Andre,DIFELICE,"N(mu=1.358, sigma=0.301)",0.30051449816299924,1.3581242477665934
5381,Sebastien,JALMAIN,"N(mu=1.346, sigma=0.461)",0.4610230069841042,1.346155847082698
1558,Jason,HOLOWACH,"N(mu=1.339, sigma=0.231)",0.23135321788419586,1.3388733557746373
774,Marco Antonio,JUBES ANGARITA,"N(mu=1.339, sigma=0.329)",0.3286084192629392,1.33865294253454
4799,Bastien,GERLAND,"N(mu=1.336, sigma=0.301)",0.30059820349229016,1.3362107875614784
1475,Oleg,POKUSAIEV,"N(mu=1.328, sigma=0.711)",0.711267282727249,1.3281103417443358
4581,Tomasz,OLEKSY,"N(mu=1.318, sigma=0.364)",0.3644729935456273,1.3175452268692236
3185,Moritz,HANS,"N(mu=1.310, sigma=0.271)",0.27114187968686404,1.3097510978224471
4795,Jure,BECAN,"N(mu=1.299, sigma=0.271)",0.2706162210485548,1.2994563855575514
6061,Josh,MULLER,"N(mu=1.293, sigma=0.724)",0.7242036635197239,1.292513471461617
855,Stefano,GHISOLFI,"N(mu=1.290, sigma=0.251)",0.2506396197295516,1.2900737305739782
502,Jules,NICOULEAU BOURLES,"N(mu=1.289, sigma=0.505)",0.5052344494893447,1.288680907385799
434,Nicolas,JANUEL,"N(mu=1.284, sigma=0.454)",0.4541816771476595,1.284076946645942
6389,Daniel,FISHER,"N(mu=1.281, sigma=0.717)",0.7165624223411209,1.2807283632833324
1145,Matic,KOTAR,"N(mu=1.266, sigma=0.361)",0.3610806001637388,1.2656445781053507
4252,Christoph,SCHWEIGER,"N(mu=1.265, sigma=0.290)",0.2897325829168993,1.2645150703626158
1770,Peter,DIXON,"N(mu=1.263, sigma=0.510)",0.5102646977490373,1.2625820533026806
4804,Didier,HOARAU,"N(mu=1.255, sigma=0.460)",0.46001192967899074,1.2546955732413927
4803,Ignacio,SANCHEZ GONZÁLEZ,"N(mu=1.254, sigma=0.221)",0.22081563492054382,1.2543896361114861
775,Eric,LOPEZ MATEOS,"N(mu=1.247, sigma=0.239)",0.23905021084609393,1.2466782645200425
765,Philipp,MARTIN,"N(mu=1.240, sigma=0.279)",0.2786370049238298,1.2402191221839962
1906,Simon,HIBBELER,"N(mu=1.232, sigma=0.585)",0.5853794585022185,1.2321548499394617
6091,Adam,WATSON,"N(mu=1.230, sigma=0.589)",0.588686697969336,1.2300931963053503
4789,Bruno,MACIAS MATUTANO,"N(mu=1.225, sigma=0.300)",0.29996496984222926,1.2247226331095846
5291,Roland,WAGNER,"N(mu=1.213, sigma=1.002)",1.0017148368665083,1.2132857245539024
854,Marcello,BOMBARDI,"N(mu=1.208, sigma=0.223)",0.22254951118907096,1.2082719175562235
3112,Ruben,FIRNENBURG,"N(mu=1.191, sigma=0.582)",0.5820608188510971,1.1905142479559532
5437,Ethan,PRINGLE,"N(mu=1.189, sigma=0.457)",0.45743430089083204,1.1891665342831512
85,Sergei,LUZHETSKII,"N(mu=1.188, sigma=0.263)",0.26348864109310116,1.1878664618823598
13149,Sungjoon,CHAE,"N(mu=1.178, sigma=1.010)",1.0098057046286657,1.178468684396131
5833,Nobuyuki,NAGATA,"N(mu=1.171, sigma=1.007)",1.0070340438411944,1.1708360818396861
5891,Matt,BOSLEY,"N(mu=1.169, sigma=1.016)",1.0159970584894649,1.1692449885177827
66,Arman,TER-MINASYAN,"N(mu=1.165, sigma=0.231)",0.23080686663600394,1.1647123432643196
4934,Shinta,OZAWA,"N(mu=1.163, sigma=0.346)",0.346425153476156,1.1634904854112293
989,Michele,BONO,"N(mu=1.150, sigma=1.001)",1.001268500312316,1.1499609842218834
850,Stefan,SCARPERI,"N(mu=1.148, sigma=0.195)",0.1945780776845786,1.1484715348866463
2991,Hualong,SONG,"N(mu=1.148, sigma=0.996)",0.9963059873043728,1.148428077467486
11500,Slav,KIROV,"N(mu=1.145, sigma=0.361)",0.3612268502598861,1.1454244338376052
3429,Kevin,HEMUND,"N(mu=1.145, sigma=0.210)",0.20980216780347866,1.1448265228951555
5658,Kornelius,OBLEITNER,"N(mu=1.145, sigma=0.585)",0.5848969157349075,1.1446517205940865
2260,Atsushi,SHIMIZU,"N(mu=1.136, sigma=0.246)",0.2464752698017793,1.1360804300874594
5996,Ricardo,DE LEEUW,"N(mu=1.134, sigma=1.008)",1.0075221411312925,1.134184153617684
14018,Yunchan,SONG,"N(mu=1.134, sigma=0.416)",0.41633293839153945,1.133591280781451
4895,Tomas Midtun,TOBIASSEN,"N(mu=1.131, sigma=1.008)",1.007741325857267,1.1313538782786858
13986,Shion,OMATA,"N(mu=1.131, sigma=1.000)",1.0004725294646224,1.1312299010986966
4787,Martin,JAGGI,"N(mu=1.128, sigma=0.457)",0.4570018819578893,1.1282540891559998
1745,Michael,O'ROURKE,"N(mu=1.119, sigma=0.328)",0.3278459133669671,1.118619223457487
4666,Stefano,GHIDINI,"N(mu=1.114, sigma=0.589)",0.5890585555746028,1.1142743750762838
3779,Benjamin,BLASER,"N(mu=1.113, sigma=0.186)",0.18645595824033429,1.113184589294026
2667,Hannes,PUMAN,"N(mu=1.110, sigma=0.216)",0.2163092502508446,1.1099183473003957
