,firstname,lastname,current,sigma,mu
4490,Sophie,HEURTEAUX,"N(mu=0.946, sigma=0.477)",0.477218423147059,0.9464498241934913
3009,Yuetong,ZHANG,"N(mu=0.946, sigma=0.272)",0.27192651750985714,0.9455965173331617
5877,Erin,FORD-ZIELENIEWSKI,"N(mu=0.935, sigma=1.033)",1.0334664087117134,0.9345795701787515
87,Irina,KUZMENKO,"N(mu=0.932, sigma=0.344)",0.34380112889789544,0.9322876408693056
2139,Hung Ying,LEE,"N(mu=0.932, sigma=0.199)",0.19872187002019737,0.9320635285138756
6232,Elsa,PONZO,"N(mu=0.930, sigma=0.600)",0.6000953255795627,0.9303673128427427
5484,Svenja,SUWELACK,"N(mu=0.921, sigma=1.031)",1.0311136200410513,0.9213721563658464
148,Luiza,EMELEVA,"N(mu=0.914, sigma=0.585)",0.5848156527794368,0.914378386479518
5644,Christina,SCHMID,"N(mu=0.908, sigma=0.394)",0.39402864956917727,0.907753896689262
1227,Julia,PINGGERA,"N(mu=0.907, sigma=0.251)",0.251380527384244,0.9071520444586372
4489,Soléne,RYO,"N(mu=0.906, sigma=1.058)",1.0576985751463568,0.9062236694264078
4485,Kim,ANTHONI,"N(mu=0.904, sigma=0.268)",0.26804461423441817,0.9037111539421769
601,Saula,LERONDEL,"N(mu=0.901, sigma=1.008)",1.0081325256086777,0.9008623903320625
5750,Sonja,SCHADE,"N(mu=0.889, sigma=1.032)",1.0320410998960567,0.8887701223934901
471,Camille,FAILLE,"N(mu=0.888, sigma=0.330)",0.33014305525137233,0.8875511924690344
5464,Ekaterina,IAEMOURD,"N(mu=0.887, sigma=1.043)",1.042990898643802,0.8865759173407365
1708,Meagan,MARTIN,"N(mu=0.886, sigma=0.273)",0.2729602531148394,0.8858538499671643
550,Mailys,PIAZZALUNGA,"N(mu=0.881, sigma=0.418)",0.4181344902772956,0.8806288440540315
2693,Silvia,BARRETT,"N(mu=0.878, sigma=0.999)",0.9986783785769622,0.8784068302011543
4702,Olena,OSTAPENKO,"N(mu=0.876, sigma=0.528)",0.5283073941639357,0.8758782075342004
1824,Maya,MADERE,"N(mu=0.873, sigma=0.264)",0.26377175528118685,0.8726214229129075
6166,Maria Fernanda De Je,RODRIGUEZ,"N(mu=0.867, sigma=1.030)",1.029592541705656,0.8668485704300234
2864,Ida,KUPS,"N(mu=0.866, sigma=0.455)",0.4554626150016064,0.8658633166913643
2339,Ayari,SAKAMOTO,"N(mu=0.863, sigma=0.425)",0.42469332963312095,0.8632045747878144
4293,Natalie,BÄRTSCHI,"N(mu=0.862, sigma=0.214)",0.21443200310095528,0.861683173071238
1210,Christine,SCHRANZ,"N(mu=0.856, sigma=0.423)",0.42290898761844853,0.8556315828620359
5751,Mariya,SOSNOVSKYKH,"N(mu=0.852, sigma=0.728)",0.7284622266719001,0.852162472338316
1557,Stacey,WELDON,"N(mu=0.850, sigma=0.318)",0.31826928504779234,0.8498406902905634
3578,Vera,ZIJLSTRA,"N(mu=0.826, sigma=0.176)",0.1760046602653687,0.826321439803206
5630,Audrey,SEGUY,"N(mu=0.818, sigma=0.255)",0.25528109814433103,0.8184303630818301
1023,Federica,PAPETTI,"N(mu=0.816, sigma=1.003)",1.0029645320733434,0.8156936677626379
6160,Giada,ZAMPA,"N(mu=0.809, sigma=0.721)",0.720665084875576,0.8093134658434485
4697,Sandr Van,LANDEGHEM,"N(mu=0.805, sigma=0.473)",0.47290401261970344,0.8054028226503355
5043,Amélie,DELPHINO,"N(mu=0.802, sigma=0.436)",0.43560857778309764,0.802214012939363
2374,Akiko,KAWABATA,"N(mu=0.801, sigma=1.013)",1.0131704806023836,0.8005919901820633
5876,Charlotte,JOUETT-BOSLEY,"N(mu=0.794, sigma=0.743)",0.7434152203171757,0.79364029460019
4554,Berta,MARTIN SANCHO,"N(mu=0.791, sigma=0.304)",0.3037239894497777,0.791196452480258
3130,Katherine,CHOONG,"N(mu=0.776, sigma=0.725)",0.7248818565437116,0.7761696010609008
4002,Noa,SHIRAN,"N(mu=0.767, sigma=0.390)",0.38997283332500715,0.7671692138775555
2520,Flora,FROESE,"N(mu=0.767, sigma=0.714)",0.713846904106194,0.766819193598881
5670,Katy,WHITTAKER,"N(mu=0.764, sigma=0.398)",0.39782845472592515,0.7644722921460707
2324,Kokoro,TAKATA,"N(mu=0.764, sigma=0.722)",0.722166450335466,0.7640264400407488
3426,Anne-Sophie,KOLLER,"N(mu=0.760, sigma=0.289)",0.2888477616606519,0.759952105316546
1825,Emily,ZIFFER,"N(mu=0.759, sigma=1.019)",1.0185934266581247,0.7593297320009397
1259,Eva Maria,HAMMELMÜLLER,"N(mu=0.759, sigma=0.585)",0.5854297051891357,0.7590428540195248
1038,Irina,DAZIANO,"N(mu=0.759, sigma=0.585)",0.5848834466492226,0.7586302904023328
676,Eugenie,LEE,"N(mu=0.758, sigma=1.007)",1.0066406664278962,0.7579149264748318
1740,Katherine,LAMB,"N(mu=0.758, sigma=1.001)",1.0014692244030303,0.7578778126431499
6310,Miura,HAWKINS,"N(mu=0.740, sigma=0.519)",0.5191941012968649,0.7401040726133712
2016,Isabell,ADOLPH,"N(mu=0.734, sigma=1.001)",1.0008870937794179,0.7343125328958154
4768,Marine,DELPIERRE,"N(mu=0.731, sigma=0.431)",0.431290814334007,0.73069115591557
5110,Olesya,SAULEVICH,"N(mu=0.729, sigma=1.071)",1.0713199186667448,0.7293239649376708
1232,Hannah,SCHUBERT,"N(mu=0.726, sigma=0.585)",0.585216185944955,0.726493337660672
6978,Iva,HARTMANN,"N(mu=0.722, sigma=1.040)",1.039849887279218,0.721670408299814
4456,Vasiliki,ZANTZOU,"N(mu=0.719, sigma=1.091)",1.0914000031380306,0.7188990236373054
8961,Elisa,VAN DER WEL,"N(mu=0.714, sigma=0.713)",0.7130243205314808,0.713700068047111
4451,Claire,BELL,"N(mu=0.704, sigma=0.342)",0.34184577655817383,0.7042135176110341
91,Anna,MARGOLINA,"N(mu=0.693, sigma=0.416)",0.4158399767732647,0.6930898046357873
11784,Hana,KOIKE,"N(mu=0.685, sigma=0.389)",0.388805781604655,0.6846550351319971
1218,Stefanie,PICHLER,"N(mu=0.683, sigma=0.599)",0.5986386073928739,0.6825626851906711
5882,Kasia,PIETRAS,"N(mu=0.679, sigma=0.603)",0.6025232475975271,0.678578434688371
1810,Victoria,PERKINS,"N(mu=0.678, sigma=1.012)",1.0116900756975102,0.678153824098288
853,Alexandra,LADURNER,"N(mu=0.659, sigma=0.422)",0.42198580255727397,0.6593233049693477
859,Andrea,EBNER,"N(mu=0.654, sigma=0.246)",0.24551127588878477,0.6540011404308488
476,Romane,GRANDCOING,"N(mu=0.654, sigma=0.588)",0.5877956940874591,0.653931525272711
6049,Mateja,HOHKRAUT,"N(mu=0.652, sigma=0.392)",0.3919105646842987,0.6523425217774842
1224,Magdalena,RÖCK,"N(mu=0.648, sigma=1.006)",1.006172642397915,0.6475150312642713
5012,Andrea Brigitta,SZEKELY,"N(mu=0.643, sigma=0.429)",0.4288022855926362,0.6428847044673601
2379,Yuno,HARIGAE,"N(mu=0.640, sigma=1.014)",1.0139543559468458,0.6395716533734035
70,Anna,ZAIKINA,"N(mu=0.639, sigma=0.363)",0.36322117406798143,0.6392874234589221
4565,Zosia,PODGORBOUNSKIKH,"N(mu=0.632, sigma=0.858)",0.8579806290914009,0.6322052795132658
4918,Amanda,ROHNER,"N(mu=0.628, sigma=0.740)",0.7403488935534945,0.627818622955245
12474,Miku,ISHII,"N(mu=0.627, sigma=0.589)",0.5891487236449073,0.6266357026549083
2256,Saari,WATANABE,"N(mu=0.623, sigma=0.465)",0.46457528745202226,0.6227962507581584
5160,Margarita,RYZHKOVA,"N(mu=0.611, sigma=1.260)",1.2604522684788904,0.6106534728210246
5678,Emeline,THOMAS,"N(mu=0.597, sigma=0.521)",0.5208295168141392,0.5973100011351486
2043,Seuran,HAN,"N(mu=0.595, sigma=1.029)",1.0288450119665526,0.5954683498819657
1752,Grace,MCKEEHAN,"N(mu=0.594, sigma=0.394)",0.3942438858713481,0.5942612377146957
6006,Tyler,YOUNGWERTH,"N(mu=0.588, sigma=0.606)",0.6061934287457071,0.588152976607477
8887,Helene,WOLF,"N(mu=0.580, sigma=1.002)",1.0017258926104446,0.5803335140544212
1826,Molly,RENNIE,"N(mu=0.577, sigma=0.726)",0.7256177578681704,0.5771648589245832
5283,Roberta,LONGO,"N(mu=0.577, sigma=0.315)",0.3145665195263807,0.5770800899559354
643,Tara,HAYES,"N(mu=0.576, sigma=0.289)",0.2893675807725978,0.5762481873862042
5301,Chloé,LESPAGNOL,"N(mu=0.576, sigma=1.040)",1.040472220013507,0.5761825520967936
4301,Michelle,HULLIGER,"N(mu=0.572, sigma=1.000)",1.0004024416037771,0.5721305304902442
5637,Spasina,NEDYALKOVA,"N(mu=0.569, sigma=0.526)",0.5261264007309379,0.5691186104424963
4973,Sarah,SCHÜTZENBERGER,"N(mu=0.569, sigma=0.594)",0.5943864798774796,0.5689256160579956
6050,Atori,YASUDA,"N(mu=0.568, sigma=0.370)",0.37018895179991573,0.5682593381009685
5646,Mayan,SMITH-GOBAT,"N(mu=0.566, sigma=0.600)",0.6000723046004308,0.5655728762867793
4452,Ingela,NILSSON,"N(mu=0.564, sigma=0.345)",0.3454953286529701,0.5638221700621723
2258,Asaki,HAGIWARA,"N(mu=0.563, sigma=0.286)",0.2864583816302901,0.5628942637237623
1249,Laura,STÖCKLER,"N(mu=0.560, sigma=0.459)",0.4586679078919081,0.5603254543801347
11658,Sabina,VAN ESSEN,"N(mu=0.555, sigma=0.716)",0.7161061582344491,0.5545477686239683
1266,Mattea,PÖTZI,"N(mu=0.553, sigma=0.461)",0.46067026622474805,0.5533095429920438
2326,Momoka,KANEKO,"N(mu=0.550, sigma=0.456)",0.4562362701419759,0.5496092885642772
4552,Zuzana,CINTALOVA,"N(mu=0.549, sigma=0.353)",0.3529315594157117,0.5494881040891083
862,Annalisa,DE MARCO,"N(mu=0.544, sigma=0.314)",0.3141979184926046,0.5436038546736647
4857,Olga,MOROZKINA,"N(mu=0.541, sigma=0.750)",0.7503229577498081,0.5408146252250978
3110,Denise,BERTRAM,"N(mu=0.538, sigma=0.720)",0.7202174488823493,0.5378019407745916
2340,Saeko,SUGIMURA,"N(mu=0.533, sigma=0.462)",0.4622595170418208,0.5329034747884941
3627,Wei Sze Felicia,LIM,"N(mu=0.528, sigma=1.041)",1.0409415682291159,0.5280198985688586
4915,Woon-Seon,SHIN,"N(mu=0.525, sigma=1.014)",1.0136715901749662,0.524726769005531
3632,Vanessa Si Yinn,TENG,"N(mu=0.516, sigma=0.367)",0.3672909419877976,0.5164823538128452
4831,Audrey,GAWRYCH,"N(mu=0.508, sigma=0.610)",0.6099334262915488,0.5077431574579848
1769,Lisa,CHULICH,"N(mu=0.504, sigma=0.252)",0.2520231055350707,0.5038357728436885
5931,Yulia,TROEPOLSKAYA,"N(mu=0.502, sigma=1.053)",1.0527276595011876,0.5024803859923125
1400,Eliska,ADAMOVSKA,"N(mu=0.495, sigma=0.327)",0.3274411762938644,0.49526863524956605
481,Margaux,PUCHEUX,"N(mu=0.487, sigma=0.468)",0.46812505154046785,0.48706236538132663
6114,Isabell,LEINER,"N(mu=0.485, sigma=0.462)",0.4623753327977162,0.48460075524905993
4568,Nuria,MARTI,"N(mu=0.483, sigma=0.383)",0.3833557936152052,0.4831263765101007
3161,Valentina,AGUADO,"N(mu=0.481, sigma=0.236)",0.2357319085163344,0.48133955009044344
6194,Friederike,PETRI,"N(mu=0.481, sigma=0.366)",0.3660593998386548,0.481229950724807
5063,Lisa,BENETTI,"N(mu=0.477, sigma=0.524)",0.5238166739636604,0.47679041923584997
1914,Quinn,MASON,"N(mu=0.474, sigma=0.389)",0.3892336212688972,0.47415876893673004
4765,Malin,HOLMBERG,"N(mu=0.470, sigma=1.017)",1.0172038286585325,0.4702018763922661
4543,Gerda,RAFFETSEDER,"N(mu=0.460, sigma=0.384)",0.3841399174796627,0.46010094804609136
118,Iuliia,PANTELEEVA,"N(mu=0.456, sigma=0.290)",0.29014950548964324,0.4563985197073113
4892,Marianne,VERHAGE,"N(mu=0.452, sigma=0.740)",0.73982818070649,0.4522036786371521
5962,Megumi,TAKAHASHI,"N(mu=0.434, sigma=1.052)",1.0522882334842243,0.4340964400637699
5548,Agung Ethi,HENDRAWATI,"N(mu=0.431, sigma=1.034)",1.0340093212694694,0.4308436032328589
742,Louise,FLOCKHART,"N(mu=0.426, sigma=1.005)",1.0048190280655271,0.42552600055851963
1375,Petra,RUZICKOVA,"N(mu=0.423, sigma=0.234)",0.23358745647401088,0.42298771522104733
3265,Harini,HARINI,"N(mu=0.422, sigma=1.031)",1.0314388186279624,0.4221109443279928
5842,Katarina,FICKULIAKOVA,"N(mu=0.413, sigma=0.597)",0.5973489533208943,0.4133095744272625
6084,Eva,CARRO FERNÁNDEZ,"N(mu=0.409, sigma=0.597)",0.5972334524645413,0.40850367364669965
13661,Evangelina,BRIGGS,"N(mu=0.403, sigma=0.512)",0.5118211980202567,0.40284821690734607
4961,Alisa,GEL'FER,"N(mu=0.388, sigma=0.748)",0.74803089120738,0.3881286382566642
3887,Tabea,SCHWAB,"N(mu=0.384, sigma=0.268)",0.2683159339331542,0.3838763170673506
4551,Katarina,CINTALOVA,"N(mu=0.382, sigma=0.474)",0.4738184184736209,0.38162251991119434
2393,Akane,KINOSHITA,"N(mu=0.381, sigma=1.010)",1.0098260384073288,0.38107148922260886
3203,Jara,SPÄTE,"N(mu=0.378, sigma=0.329)",0.32947370727589437,0.37832503005746426
7444,Minna,ALMQVIST,"N(mu=0.374, sigma=1.009)",1.0087330270838575,0.3739451389886832
6048,Karolina,NEVELIKOVA,"N(mu=0.372, sigma=0.370)",0.3699627888239451,0.3717026845905841
12947,Lucy,GARLICK,"N(mu=0.367, sigma=1.005)",1.005045453449218,0.3671585499585814
4018,Maya,DREAMER,"N(mu=0.361, sigma=0.364)",0.36353875223794174,0.36114874703107885
11740,Sandra,HOPFENSITZ,"N(mu=0.360, sigma=0.461)",0.461363871288385,0.35992301859219655
6156,Eevi,JAAKKOLA ,"N(mu=0.349, sigma=0.423)",0.4226020352480071,0.34936534982889134
3614,Pleun,FRANK,"N(mu=0.345, sigma=0.717)",0.7170391690269388,0.34486178213824425
5852,Miriam,PUTZ,"N(mu=0.330, sigma=1.017)",1.0165933308427795,0.32961885924976464
4496,Mirella,FRATI,"N(mu=0.327, sigma=0.383)",0.38291544449638343,0.32674657184577427
4927,Soho,LANGBEHN,"N(mu=0.318, sigma=0.788)",0.7875982973691152,0.3184385098810905
642,Molly,THOMPSON-SMITH,"N(mu=0.318, sigma=0.291)",0.2907883686331123,0.318043780690417
1439,Eliska,BULENOVA,"N(mu=0.311, sigma=0.514)",0.5137414322098757,0.3112855017528187
4487,Estelle,PARDO,"N(mu=0.305, sigma=0.623)",0.6225404102559334,0.30500699621750516
13556,Gayeong,OH,"N(mu=0.302, sigma=0.513)",0.5126687199430174,0.30187117819395504
3622,Lisa,KLEM,"N(mu=0.301, sigma=0.586)",0.5855538418009505,0.30127362476296166
7164,Hongchun,XIANG,"N(mu=0.295, sigma=0.510)",0.5098701592642862,0.2953423536006401
2325,Homare,TODA,"N(mu=0.285, sigma=0.724)",0.7242360878808217,0.2851403985380388
12358,Iziar,MARTÍNEZ ALMENDROS,"N(mu=0.283, sigma=0.511)",0.5111595722645046,0.28292200573322035
4772,Elena,CHIAPPA,"N(mu=0.279, sigma=0.473)",0.47276032906830284,0.27902816605463426
6034,Andrea,FICHTNER,"N(mu=0.267, sigma=1.012)",1.0121299154804244,0.2674237809639071
7124,Hélène,ASTIE,"N(mu=0.266, sigma=1.054)",1.0543801645421318,0.26580151575716443
3891,Luna,FRIEDRICH,"N(mu=0.263, sigma=0.714)",0.7140214551468292,0.2632302112636422
5878,Kate,MCGINNIS,"N(mu=0.255, sigma=0.755)",0.7554127271861297,0.2548830438217928
6148,Jana,MÜLLER,"N(mu=0.250, sigma=0.464)",0.46447580236719505,0.25032684518396797
5853,Natalie,SAILER,"N(mu=0.248, sigma=0.527)",0.5270208057164133,0.24802891283996656
1724,Delaney,MILLER,"N(mu=0.243, sigma=0.422)",0.42233456281819337,0.24349002207809495
2019,Romy,FUCHS,"N(mu=0.243, sigma=0.456)",0.45563838355926467,0.24263333139356502
1895,Alexis,MASCARENAS,"N(mu=0.242, sigma=1.015)",1.0154965532810336,0.24168330986969694
5302,Tomoko,MADATE,"N(mu=0.241, sigma=0.765)",0.7650711090917282,0.24109314202294999
3078,Mie (marie Therese),KASTET,"N(mu=0.238, sigma=0.419)",0.4190614115470789,0.23843813157897342
3584,Mirthe,VAN LIERE,"N(mu=0.236, sigma=0.516)",0.5158576579667918,0.23627948264951582
1568,Elise,SETHNA,"N(mu=0.235, sigma=0.257)",0.25676784356752247,0.23525904673861572
5818,Daniela,LOPEZ,"N(mu=0.228, sigma=1.017)",1.0170245037449555,0.22847463798024933
991,Miriam,FOGU,"N(mu=0.224, sigma=0.457)",0.4571486755577946,0.22376418664760095
4762,Magali,HAYEN,"N(mu=0.224, sigma=0.273)",0.27314623377113467,0.22371791810068153
11827,Emily,HERDIC,"N(mu=0.223, sigma=0.723)",0.7228030421800777,0.2234713705349585
5116,Gui-Ying,LIU,"N(mu=0.217, sigma=1.097)",1.0971534996120933,0.2168972623471513
1590,Eva,THOMPSON,"N(mu=0.216, sigma=0.733)",0.7332756637736495,0.21609637499208423
5130,Lucinda,HUGHES,"N(mu=0.205, sigma=0.412)",0.41180999855807815,0.2052324626497009
2081,Gayeon,CHO,"N(mu=0.196, sigma=1.010)",1.0101492011344377,0.19628861434612738
4769,Morgane,AVELINE,"N(mu=0.191, sigma=0.282)",0.2824068601142906,0.19054537807343117
11790,Mira,CAPICCHIONI,"N(mu=0.190, sigma=1.017)",1.0165629011740775,0.18984370775802148
653,Jennifer,WOOD,"N(mu=0.188, sigma=0.219)",0.2188187129289588,0.18813510644863152
3068,Sunniva Eik,HAAVE,"N(mu=0.184, sigma=0.289)",0.2887154876362452,0.18399108957874047
3357,Tamara,ULZHABAYEVA,"N(mu=0.182, sigma=0.277)",0.2766341951211489,0.18233453484955128
5483,Nina,ARCH,"N(mu=0.177, sigma=0.347)",0.34666745341028254,0.1768904613763465
4652,Céline,HURTADO,"N(mu=0.176, sigma=0.534)",0.5338423246615788,0.17614719942584894
1917,Mia,BAWENDI,"N(mu=0.170, sigma=1.019)",1.018903617770185,0.16969962707267172
3042,Vana,PICCINI,"N(mu=0.163, sigma=0.726)",0.7261984356742127,0.16310942154244712
4763,Diane,MERRICK,"N(mu=0.160, sigma=0.190)",0.1904696237262737,0.1601699200266955
4833,Amanda,BEREZOWSKI,"N(mu=0.160, sigma=1.055)",1.0550260654309784,0.15994526595522643
5125,Lucka,FRANKO,"N(mu=0.156, sigma=1.053)",1.0531865004306558,0.15639610815915556
3524,Mahya,DARABIAN,"N(mu=0.149, sigma=0.717)",0.7167619151595234,0.14948790782365878
910,Giulia,MEDICI,"N(mu=0.146, sigma=0.263)",0.2631947397327173,0.14593724096369354
1579,Allison,VEST,"N(mu=0.144, sigma=0.254)",0.25371509990063645,0.1437864904472463
4544,Lenka,TRNKOVA,"N(mu=0.141, sigma=0.760)",0.7601730662432206,0.14129215676245083
1619,Bronwen,KARNIS,"N(mu=0.134, sigma=0.457)",0.45686120542464354,0.1336345901898284
479,Anouck,JAUBERT,"N(mu=0.129, sigma=0.329)",0.328501157333913,0.12888860769427
6075,Gill,PEET,"N(mu=0.127, sigma=0.357)",0.3567360835711592,0.12722470150805107
863,Anna,BORELLA,"N(mu=0.122, sigma=0.391)",0.39082277888646705,0.12199639339926774
802,Rut,CASAS MUR,"N(mu=0.119, sigma=0.715)",0.7154180055943781,0.11872164385735579
12649,Barbara,WÓJCIK,"N(mu=0.118, sigma=1.002)",1.0023298603657802,0.11838170050787636
5413,Eliza,KUGLER,"N(mu=0.105, sigma=0.539)",0.5394846059123856,0.10470009602506614
1961,Thea,WULFF,"N(mu=0.105, sigma=0.592)",0.5917282486779637,0.10466787852464894
3468,Negar,VARSHOCHI,"N(mu=0.102, sigma=1.011)",1.010810554305067,0.10224362707076515
4545,Stéphanie,LOUIS,"N(mu=0.096, sigma=0.608)",0.6084639898999524,0.0960071473950694
2002,Genevieve,DENNIS,"N(mu=0.092, sigma=0.727)",0.7269558636412858,0.09190556315061557
2850,Katarzyna,EKWINSKA,"N(mu=0.089, sigma=0.295)",0.2948262153173369,0.08933474280438637
456,Mathilde,BECERRA,"N(mu=0.074, sigma=0.524)",0.5241876755756166,0.07365417451176838
841,Aida,TORRES ILLAMOLA,"N(mu=0.073, sigma=0.301)",0.3012325815112719,0.0726211329392083
3198,Anouk,PIOLA,"N(mu=0.067, sigma=0.392)",0.39209836020480876,0.06666764486685785
4491,Vanessa,TAYLOR,"N(mu=0.063, sigma=1.063)",1.0627132851313479,0.06287737998455553
5881,Sheena,OSBORNE,"N(mu=0.041, sigma=1.048)",1.0478861445128014,0.04052369539409717
5042,Nolwen,LELINGNE,"N(mu=0.035, sigma=0.753)",0.7533163693107511,0.03516171942649396
1757,Claire,BRESNAN,"N(mu=0.034, sigma=0.469)",0.4687242902694095,0.03397338463535867
5242,Sadie,RENWICK,"N(mu=0.029, sigma=0.780)",0.7801297662110306,0.02855081095204865
2018,Leonie,LOCHNER,"N(mu=0.022, sigma=0.273)",0.27340796161175407,0.021795631355929587
5041,Chloé,VALEMBOIS,"N(mu=0.018, sigma=0.738)",0.7375869382432442,0.018254890994450483
3177,Rosmery,DA SILVA,"N(mu=0.011, sigma=1.019)",1.0191069828934867,0.011458754644191214
3580,Nikki,VAN BERGEN,"N(mu=0.006, sigma=0.424)",0.42403447319367,0.005770947015701325
2267,Risa,OTA,"N(mu=-0.001, sigma=0.373)",0.37328526814850693,-0.0012895755805573939
2941,Di,NIU,"N(mu=-0.001, sigma=0.347)",0.346681815786643,-0.0014490188709451945
2771,Vanda,MICHALKOVA,"N(mu=-0.007, sigma=0.369)",0.3689171566408243,-0.006901432960750659
4639,Lisa,LAGE,"N(mu=-0.021, sigma=1.068)",1.067752000656775,-0.020621453951882286
3865,Michelle,KIM THEISEN,"N(mu=-0.022, sigma=0.457)",0.4568532170975529,-0.02150150903093594
1738,Kayla,LIEUW,"N(mu=-0.028, sigma=1.023)",1.0225529587719744,-0.027945955700299074
73,Anna,TSYGANOVA,"N(mu=-0.029, sigma=0.260)",0.25994966773966505,-0.028542456710412927
4036,Emilie,PUPKO,"N(mu=-0.033, sigma=0.720)",0.7196842315217351,-0.03286827267016951
115,Mariia,MUSIENKO,"N(mu=-0.042, sigma=1.002)",1.0020929997814694,-0.04179878713565804
6137,Maria Davies,SANDBU,"N(mu=-0.043, sigma=0.598)",0.5982818877450161,-0.042851861322991944
2800,Anna,LAITINEN,"N(mu=-0.046, sigma=0.368)",0.3682018212976216,-0.04553245973817408
3086,Ingrid,KINDLIHAGEN,"N(mu=-0.051, sigma=0.345)",0.3454192663880588,-0.05080249532061795
2935,Rong,JIANG,"N(mu=-0.051, sigma=0.234)",0.23359102202374987,-0.05144264198505725
5445,Cuifang,HE,"N(mu=-0.054, sigma=1.105)",1.1046112120499334,-0.05417114639712546
6138,Jera,LENARDIC,"N(mu=-0.064, sigma=1.018)",1.0182879103379447,-0.06388812084980172
12562,Anastasiia,KOBETS,"N(mu=-0.065, sigma=0.593)",0.5925444278777199,-0.0648489748260746
5444,Yukiko,TOGAWA,"N(mu=-0.073, sigma=0.617)",0.6171403733275121,-0.07341155358114744
5073,Cinzia,DONATI,"N(mu=-0.077, sigma=0.451)",0.45136570244285934,-0.0770888627444756
4738,Sara,MORANDI,"N(mu=-0.078, sigma=0.474)",0.47367739924536145,-0.07768676414390985
2671,Kajsa,ROSEN,"N(mu=-0.083, sigma=0.587)",0.5865552679712439,-0.08340045918330612
4492,Mélaine,RUBIO,"N(mu=-0.085, sigma=0.750)",0.7502103905703396,-0.08503021800392642
5329,Martina,HARNISCH,"N(mu=-0.086, sigma=0.734)",0.7340235906694305,-0.08599586341591098
5363,Malin,STÄMBERG,"N(mu=-0.087, sigma=0.634)",0.634499076032369,-0.08683572369069327
3122,Frederike,FELL,"N(mu=-0.092, sigma=0.509)",0.5088175756360525,-0.09200283148895011
11624,Daria,NESTERENKO,"N(mu=-0.099, sigma=0.457)",0.4573381163478088,-0.09930275348234363
4457,Katherine,SCHIRRMACHER,"N(mu=-0.100, sigma=0.418)",0.41826116982395356,-0.0997001596474612
6371,Sophie,RAUBERGER,"N(mu=-0.101, sigma=1.003)",1.003400420599872,-0.10066702173570093
175,Polina,KULAGINA,"N(mu=-0.101, sigma=1.009)",1.0089725927840232,-0.10081720104451923
6309,Kaori,HOSONO,"N(mu=-0.106, sigma=0.308)",0.30816649784083927,-0.10648376108447695
1269,Celina,SCHOIBL,"N(mu=-0.110, sigma=0.587)",0.5873301989926578,-0.11021499167216287
5875,Victoria,WELDON,"N(mu=-0.123, sigma=0.624)",0.6241254369501783,-0.12267130791894248
4923,Agata,MODRZEJEWSKA,"N(mu=-0.126, sigma=0.340)",0.33955288525860017,-0.12594595050564333
4556,Helene Belle,LASZLO,"N(mu=-0.137, sigma=1.036)",1.0361493925592276,-0.1369819851497878
5766,Amalia,MANDRU,"N(mu=-0.139, sigma=0.754)",0.7544323699449157,-0.13946551872442628
3060,Tina Johnsen,HAFSAAS,"N(mu=-0.146, sigma=0.281)",0.2805353863326381,-0.1457443632532512
1737,Lila,NEAHRING,"N(mu=-0.146, sigma=1.020)",1.0203905239735263,-0.1464992252026224
11545,Lena,SCHRITTWIESER,"N(mu=-0.157, sigma=0.718)",0.7181307871129847,-0.1572361272118707
11785,Campbell,SARINOPOULOS,"N(mu=-0.168, sigma=0.422)",0.42182203755605874,-0.16787446158397187
5545,Lea,DESLANDES,"N(mu=-0.172, sigma=0.739)",0.7394767528886342,-0.17156201107709848
3121,Florence,GRÜNEWALD,"N(mu=-0.173, sigma=0.715)",0.7152055065610078,-0.1725149906014196
2281,Miwa,OBA,"N(mu=-0.175, sigma=0.319)",0.3188516235434,-0.17461967045827473
4290,Joanne,BRINKMANN,"N(mu=-0.182, sigma=1.008)",1.0080392067112216,-0.18200225267530093
7145,Mariann,BAKKE,"N(mu=-0.193, sigma=1.060)",1.0600529189528745,-0.19341050460325687
1888,Piper,KELLY,"N(mu=-0.202, sigma=1.022)",1.022317253698706,-0.20186256166687444
3979,Valeri,KREMER,"N(mu=-0.203, sigma=0.222)",0.2224752110212691,-0.20310308471578176
321,Celine,CUYPERS,"N(mu=-0.206, sigma=0.586)",0.585787371692714,-0.20638823501828102
1650,Indiana,CHAPMAN,"N(mu=-0.210, sigma=0.347)",0.3470704957337369,-0.2099679249022659
6240,Giulia,ALTON,"N(mu=-0.219, sigma=0.736)",0.7362088702712682,-0.21920023522117255
5723,Evren,KARADAĞ,"N(mu=-0.225, sigma=0.725)",0.7249332860595629,-0.22460665629904653
2503,Tiffany,MELIUS,"N(mu=-0.227, sigma=0.332)",0.3320844867641628,-0.2266115143431191
4770,Claudia,BATTAGLIA,"N(mu=-0.236, sigma=0.380)",0.37955298596410975,-0.23596281081254533
4152,Santa,GRIGORJEVA,"N(mu=-0.237, sigma=0.587)",0.5874455233394572,-0.23692318563429435
1649,Babette,ROY,"N(mu=-0.239, sigma=0.328)",0.3283144972413872,-0.23930659007266106
1382,Veronika,SIMKOVA,"N(mu=-0.244, sigma=1.002)",1.0021396719393574,-0.2443123876561151
3986,Yael,TAUB,"N(mu=-0.249, sigma=0.229)",0.22901096462344236,-0.24945010167149617
5200,Anne,MARCHANDISE,"N(mu=-0.259, sigma=0.766)",0.7657896585223237,-0.2592938648812152
